Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,protein autophosphorylation (GO:0046777),1/159,0.1875133831097736,0.2609372981828777,0,0,5.016708860759493,8.397494344231353,FLT1
GO_Biological_Process_2021,peptide biosynthetic process (GO:0043043),1/162,0.1907034462286013,0.2637874016695025,0,0,4.92248447204969,8.156732478628248,IGF2BP3
GO_Biological_Process_2021,negative regulation of canonical Wnt signaling pathway (GO:0090090),1/165,0.1938814641412416,0.2646393488178385,0,0,4.831707317073171,7.926456035308097,DKK2
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),1/166,0.1949381342713303,0.2646393488178385,0,0,4.802181818181818,7.8519179804021215,FLT1
GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",3/1183,0.1969020624495324,0.2646393488178385,0,0,2.0774502579218863,3.3759580877265605,SMAD1;GALR3;ESRRG
GO_Biological_Process_2021,"DNA-templated transcription, initiation (GO:0006352)",1/168,0.1970474805050572,0.2646393488178385,0,0,4.744191616766467,7.706040548856063,ESRRG
GO_Biological_Process_2021,cellular protein-containing complex assembly (GO:0034622),1/168,0.1970474805050572,0.2646393488178385,0,0,4.744191616766467,7.706040548856063,SMAD1
GO_Biological_Process_2021,glycerophospholipid biosynthetic process (GO:0046474),1/177,0.2064739547201496,0.2750900231115002,0,0,4.499545454545455,7.098397425821774,LIPH
GO_Biological_Process_2021,regulation of translation (GO:0006417),1/178,0.207514748146171,0.2750900231115002,0,0,4.473898305084746,7.035441603794726,IGF2BP3
GO_Biological_Process_2021,regulation of immune response (GO:0050776),1/179,0.208554228899816,0.2750900231115002,0,0,4.448539325842697,6.973335316265452,NCR2
GO_Biological_Process_2021,regulated exocytosis (GO:0045055),1/180,0.209592398561143,0.2750900231115002,0,0,4.423463687150838,6.912062748671535,LGALS3BP
GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087),1/189,0.2188771881168769,0.2856532794067716,0,0,4.209787234042553,6.395696064943001,CCL25
GO_Biological_Process_2021,negative regulation of Wnt signaling pathway (GO:0030178),1/191,0.2209261860758845,0.2867075785591534,0,0,4.165052631578948,6.288923895898449,DKK2
GO_Biological_Process_2021,cellular response to tumor necrosis factor (GO:0071356),1/194,0.2239899957728811,0.2890597152152823,0,0,4.099689119170985,6.13376582283434,CCL25
GO_Biological_Process_2021,regulation of macromolecule metabolic process (GO:0060255),1/200,0.2300828957266827,0.2949319895026508,0,0,3.974874371859297,5.840344997302112,IGF2BP3
GO_Biological_Process_2021,ncRNA processing (GO:0034470),1/201,0.2310938965367091,0.2949319895026508,0,0,3.9548,5.793509801147202,SMAD1
GO_Biological_Process_2021,regulation of angiogenesis (GO:0045765),1/203,0.233112069977469,0.2958730118944799,0,0,3.915247524752475,5.701524214455285,FLT1
GO_Biological_Process_2021,proteasomal protein catabolic process (GO:0010498),1/205,0.2351251494734459,0.2967973198271367,0,0,3.876470588235294,5.611723631577225,IFI27
GO_Biological_Process_2021,translation (GO:0006412),1/214,0.2441212998804329,0.3048217312020541,0,0,3.710985915492958,5.23282430236071,IGF2BP3
GO_Biological_Process_2021,positive regulation of GTPase activity (GO:0043547),1/214,0.2441212998804329,0.3048217312020541,0,0,3.710985915492958,5.23282430236071,CCL25
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),1/216,0.2461065825334588,0.3052378939900319,0,0,3.676093023255814,5.153847769772427,LAMC1
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),1/217,0.2470973427538353,0.3052378939900319,0,0,3.658888888888889,5.115027583126073,LAMC1
GO_Biological_Process_2021,positive regulation of cell motility (GO:2000147),1/221,0.2510478785443202,0.3084684039560531,0,0,3.5916363636363635,4.964042305832626,FLT1
GO_Biological_Process_2021,apoptotic process (GO:0006915),1/231,0.2608372112345438,0.3188010359533313,0,0,3.433739130434782,4.614460471774801,IFI27
GO_Biological_Process_2021,anterograde trans-synaptic signaling (GO:0098916),1/244,0.2733795405269417,0.3323719676932818,0,0,3.2479012345679013,4.212184243958927,GALR3
GO_Biological_Process_2021,positive regulation of signal transduction (GO:0009967),1/252,0.2809959118542705,0.3374545466735176,0,0,3.143107569721116,3.9899083932202943,LIMS2
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),1/253,0.2819425433246273,0.3374545466735176,0,0,3.13047619047619,3.96334556639476,FLT1
GO_Biological_Process_2021,regulation of canonical Wnt signaling pathway (GO:0060828),1/253,0.2819425433246273,0.3374545466735176,0,0,3.13047619047619,3.96334556639476,DKK2
GO_Biological_Process_2021,protein-containing complex assembly (GO:0065003),1/267,0.2950702072474745,0.3495447070470083,0,0,2.963609022556391,3.617209165918771,LAMC1
GO_Biological_Process_2021,protein deubiquitination (GO:0016579),1/267,0.2950702072474745,0.3495447070470083,0,0,2.963609022556391,3.617209165918771,SMAD1
GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),1/269,0.2969266442922748,0.3499492593444667,0,0,2.941194029850746,3.571404144044734,FLT1
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),1/276,0.303387225487895,0.355748472526415,0,0,2.865309090909091,3.4175840013048213,SMAD1
GO_Biological_Process_2021,proteolysis (GO:0006508),1/287,0.313424381474928,0.3656617783874161,0,0,2.7535664335664336,3.1946799434861024,PRSS33
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),4/2206,0.3210968023589711,0.3727304590197102,0,0,1.467426306663364,1.6670148272562857,SMAD1;GALR3;IFI27;ESRRG
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),1/300,0.3251072386169282,0.3754988606025521,0,0,2.632107023411371,2.957435941349888,LAMC1
GO_Biological_Process_2021,chemical synaptic transmission (GO:0007268),1/306,0.3304346299544092,0.3794233638050004,0,0,2.5795409836065573,2.856445500827111,GALR3
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),2/908,0.3317901276563207,0.3794233638050004,0,0,1.7538631346578366,1.9349541608130612,SMAD1;GALR3
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),1/314,0.3374749507562232,0.3821407530621939,0,0,2.51258785942492,2.729333716936047,IFI27
GO_Biological_Process_2021,cellular macromolecule biosynthetic process (GO:0034645),1/314,0.3374749507562232,0.3821407530621939,0,0,2.51258785942492,2.729333716936047,IGF2BP3
GO_Biological_Process_2021,transcription by RNA polymerase II (GO:0006366),1/320,0.3427084224939016,0.384379606008516,0,0,2.464576802507837,2.6392543575261227,ESRRG
GO_Biological_Process_2021,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),1/321,0.3435767940802388,0.384379606008516,0,0,2.45675,2.624655666691318,IFI27
GO_Biological_Process_2021,negative regulation of gene expression (GO:0010629),1/322,0.3444440625271117,0.384379606008516,0,0,2.4489719626168225,2.6101720513844757,IGF2BP3
GO_Biological_Process_2021,cellular protein localization (GO:0034613),1/329,0.3504841656025749,0.3892396262220904,0,0,2.395853658536585,2.511908211093337,SCG5
GO_Biological_Process_2021,intracellular protein transport (GO:0006886),1/336,0.3564707382442862,0.393993973848948,0,0,2.344955223880597,2.41882863709798,SCG5
GO_Biological_Process_2021,post-translational protein modification (GO:0043687),1/345,0.3640898361169357,0.3986007210569297,0,0,2.2825581395348835,2.306193205698716,LAMC1
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),1/345,0.3640898361169357,0.3986007210569297,0,0,2.2825581395348835,2.306193205698716,ESRRG
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process (GO:0006511),1/354,0.3716221570860812,0.4048294709304971,0,0,2.223342776203966,2.200837317220621,IFI27
GO_Biological_Process_2021,gene expression (GO:0010467),1/356,0.3732843173514973,0.4048294709304971,0,0,2.2105915492957746,2.1783498610772187,IGF2BP3
GO_Biological_Process_2021,protein transport (GO:0015031),1/369,0.3839857613799743,0.4144893031718415,0,0,2.131086956521739,2.0397694687546664,SCG5
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),1/384,0.3961152846302677,0.4255936313934504,0,0,2.0460574412532635,1.8947514674712271,SMAD1
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),1/404,0.4119312046564888,0.4405375383131895,0,0,1.942531017369727,1.7228286663528645,FLT1
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),1/408,0.4150462329111305,0.4418234092279776,0,0,1.923046683046683,1.69106063940979,FLT1
GO_Biological_Process_2021,regulation of nucleic acid-templated transcription (GO:1903506),1/430,0.4318973010540349,0.4576526446948718,0,0,1.8223776223776225,1.5300089297877728,ESRRG
GO_Biological_Process_2021,nervous system development (GO:0007399),1/447,0.4445978766813453,0.4689594041707342,0,0,1.751390134529148,1.4196506654744032,IGF2BP3
GO_Biological_Process_2021,regulation of cellular macromolecule biosynthetic process (GO:2000112),1/468,0.4599101802804639,0.4829056892944871,0,0,1.6708351177730192,1.297777851011729,ESRRG
GO_Biological_Process_2021,positive regulation of gene expression (GO:0010628),1/482,0.4698919861771772,0.491154066999674,0,0,1.6210395010395011,1.2242940179647492,SMAD1
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),1/496,0.4796962793536098,0.4991434258138913,0,0,1.5740606060606062,1.1563082687643975,FLT1
GO_Biological_Process_2021,positive regulation of nucleic acid-templated transcription (GO:1903508),1/511,0.49000733900479,0.507586077623796,0,0,1.5265882352941176,1.0889686820852371,ESRRG
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),1/546,0.5133080241804966,0.5276640391246997,0,0,1.4259816513761467,0.9509574700904172,FLT1
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1/547,0.5139584796669153,0.5276640391246997,0,0,1.4232967032967032,0.9473644977177595,IGF2BP3
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),1/625,0.5621982594035172,0.5746362739920905,0,0,1.2403846153846154,0.714338388809342,FLT1
GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122),1/684,0.5955936787181,0.6060887215148947,0,0,1.1297803806734992,0.5854483424416934,IFI27
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),1/764,0.6369850307713979,0.645366412755232,0,0,1.007129750982962,0.4542247059999247,FLT1
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",1/948,0.7173005479371395,0.7235651815435774,0,0,0.8036747624076029,0.2670292594202486,IFI27
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),1/1025,0.7455709963821778,0.7488126094099264,0,0,0.740234375,0.2173364515435474,LAMC1
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",2/2244,0.8059950437970346,0.8059950437970346,0,0,0.6590841510556051,0.1421497443348276,SMAD1;ESRRG
KEGG_2021_Human,Calcium signaling pathway,3/240,0.0036182676095947,0.1411124367741967,0,0,10.862410566868464,61.06586445256905,FLT1;PDE1C;PTGER3
KEGG_2021_Human,Transcriptional misregulation in cancer,2/192,0.0256173135597134,0.2785851062624401,0,0,8.677192982456141,31.797459537172788,SMAD1;FLT1
KEGG_2021_Human,Focal adhesion,2/201,0.0278828080274238,0.2785851062624401,0,0,8.280988274706868,29.643826204312088,FLT1;LAMC1
KEGG_2021_Human,Intestinal immune network for IgA production,1/48,0.0605999480502736,0.2785851062624401,0,0,16.959148936170212,47.54431675958979,CCL25
KEGG_2021_Human,Glycosaminoglycan biosynthesis,1/53,0.0667054043220935,0.2785851062624401,0,0,15.324615384615385,41.49092576513871,CHSY3
KEGG_2021_Human,Regulation of lipolysis in adipocytes,1/55,0.0691368880658187,0.2785851062624401,0,0,14.755555555555556,39.42192870007893,PTGER3
KEGG_2021_Human,Neuroactive ligand-receptor interaction,2/341,0.0720366619884114,0.2785851062624401,0,0,4.82669616519174,12.69701085810808,GALR3;PTGER3
KEGG_2021_Human,PI3K-Akt signaling pathway,2/354,0.0768573472994397,0.2785851062624401,0,0,4.645359848484849,11.919083846216695,FLT1;LAMC1
KEGG_2021_Human,Renin secretion,1/69,0.0859875288365276,0.2785851062624401,0,0,11.709411764705882,28.729662442835576,PDE1C
KEGG_2021_Human,Taste transduction,1/86,0.1060549125253618,0.2785851062624401,0,0,9.359529411764706,21.000895961244385,PDE1C
KEGG_2021_Human,ECM-receptor interaction,1/88,0.1083877381251965,0.2785851062624401,0,0,9.143448275862069,20.317110671548264,LAMC1
KEGG_2021_Human,Morphine addiction,1/91,0.1118760044560733,0.2785851062624401,0,0,8.837333333333333,19.356977885596702,PDE1C
KEGG_2021_Human,Small cell lung cancer,1/92,0.1130358410465752,0.2785851062624401,0,0,8.73978021978022,19.05316077984729,LAMC1
KEGG_2021_Human,Rheumatoid arthritis,1/93,0.1141942211727404,0.2785851062624401,0,0,8.644347826086957,18.756977771089677,FLT1
KEGG_2021_Human,TGF-beta signaling pathway,1/94,0.1153511465610254,0.2785851062624401,0,0,8.550967741935484,18.46816083576708,SMAD1
KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,1/100,0.1222622476286691,0.2785851062624401,0,0,8.030303030303031,16.876380218002918,CCL25
KEGG_2021_Human,Amoebiasis,1/102,0.124554389413718,0.2785851062624401,0,0,7.87049504950495,16.39434189671731,LAMC1
KEGG_2021_Human,HIF-1 signaling pathway,1/109,0.1325316475049292,0.2785851062624401,0,0,7.357777777777778,14.869581899518366,FLT1
KEGG_2021_Human,Toxoplasmosis,1/112,0.1359290341840525,0.2785851062624401,0,0,7.157837837837838,14.284341073134293,LAMC1
KEGG_2021_Human,Pathways in cancer,2/531,0.1508810557550478,0.2785851062624401,0,0,3.063169502205419,5.793260559900932,PTGER3;LAMC1
KEGG_2021_Human,Purine metabolism,1/129,0.1549405489192802,0.2785851062624401,0,0,6.201875,11.564721842549098,PDE1C
KEGG_2021_Human,Natural killer cell mediated cytotoxicity,1/131,0.1571505727634277,0.2785851062624401,0,0,6.105846153846154,11.29917891851374,NCR2
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,1/143,0.1702944669620657,0.2887601831095897,0,0,5.586478873239437,9.889331165414369,SMAD1
KEGG_2021_Human,Phagosome,1/152,0.1800228135590292,0.2924072014069955,0,0,5.25112582781457,9.003956819260248,MRC2
KEGG_2021_Human,Hippo signaling pathway,1/163,0.1917641217146227,0.2924072014069955,0,0,4.891851851851852,8.078840476657266,SMAD1
KEGG_2021_Human,Wnt signaling pathway,1/166,0.1949381342713303,0.2924072014069955,0,0,4.802181818181818,7.8519179804021215,DKK2
KEGG_2021_Human,Tuberculosis,1/180,0.209592398561143,0.3027445756994288,0,0,4.423463687150838,6.912062748671535,MRC2
KEGG_2021_Human,Chemokine signaling pathway,1/192,0.2219487460421099,0.3091428962729389,0,0,4.143036649214659,6.236549516218437,CCL25
KEGG_2021_Human,Rap1 signaling pathway,1/210,0.240135643120886,0.319080144884456,0,0,3.782775119617225,5.39632289925392,FLT1
KEGG_2021_Human,cAMP signaling pathway,1/216,0.2461065825334588,0.319080144884456,0,0,3.676093023255814,5.153847769772427,PTGER3
KEGG_2021_Human,Human cytomegalovirus infection,1/225,0.2549784788180551,0.319080144884456,0,0,3.5267857142857144,4.819621187500162,PTGER3
KEGG_2021_Human,Ras signaling pathway,1/232,0.2618093496487844,0.319080144884456,0,0,3.418701298701299,4.581533959256237,FLT1
KEGG_2021_Human,Prion disease,1/273,0.3006254256249686,0.3552845939204175,0,0,2.8973529411764707,3.4823001706182133,LAMC1
KEGG_2021_Human,MAPK signaling pathway,1/294,0.3197391026488932,0.3572808208678258,0,0,2.6868259385665527,3.063653061374989,FLT1
KEGG_2021_Human,Cytokine-cytokine receptor interaction,1/295,0.3206366341121514,0.3572808208678258,0,0,2.6775510204081634,3.0455717810550733,CCL25
KEGG_2021_Human,Human papillomavirus infection,1/331,0.352200057218641,0.3815500619868611,0,0,2.381090909090909,2.484801515333859,LAMC1
KEGG_2021_Human,Alzheimer disease,1/369,0.3839857613799743,0.4047417484815945,0,0,2.131086956521739,2.0397694687546664,DKK2
KEGG_2021_Human,Olfactory transduction,1/440,0.4394016464626389,0.45096484768534,0,0,1.7799544419134397,1.4637301778044582,PDE1C
KEGG_2021_Human,Pathways of neurodegeneration,1/475,0.464923463825756,0.464923463825756,0,0,1.6455696202531649,1.2603129431954914,DKK2
MSigDB_Hallmark_2020,Interferon Alpha Response,3/97,0.0002651547273213109,0.0029167020005344,0,0,27.585568917668827,227.17259510257435,LGALS3BP;IFI27;IFI44L
MSigDB_Hallmark_2020,Interferon Gamma Response,3/200,0.0021616710096346,0.0118891905529908,0,0,13.094460384021188,80.35905008065508,LGALS3BP;IFI27;IFI44L
MSigDB_Hallmark_2020,TGF-beta Signaling,1/54,0.0679219085557706,0.2300828957266827,0,0,15.034716981132076,40.43431729208938,SMAD1
MSigDB_Hallmark_2020,Spermatogenesis,1/135,0.1615539599410189,0.2300828957266827,0,0,5.922388059701492,10.796016395484092,SCG5
MSigDB_Hallmark_2020,UV Response Dn,1/144,0.171380850253271,0.2300828957266827,0,0,5.547132867132867,9.784404634118642,LAMC1
MSigDB_Hallmark_2020,Xenobiotic Metabolism,1/200,0.2300828957266827,0.2300828957266827,0,0,3.974874371859297,5.840344997302112,CCL25
MSigDB_Hallmark_2020,KRAS Signaling Up,1/200,0.2300828957266827,0.2300828957266827,0,0,3.974874371859297,5.840344997302112,SCG5
MSigDB_Hallmark_2020,KRAS Signaling Dn,1/200,0.2300828957266827,0.2300828957266827,0,0,3.974874371859297,5.840344997302112,IFI44L
MSigDB_Hallmark_2020,Adipogenesis,1/200,0.2300828957266827,0.2300828957266827,0,0,3.974874371859297,5.840344997302112,PTGER3
MSigDB_Hallmark_2020,Estrogen Response Late,1/200,0.2300828957266827,0.2300828957266827,0,0,3.974874371859297,5.840344997302112,PTGER3
MSigDB_Hallmark_2020,Epithelial Mesenchymal Transition,1/200,0.2300828957266827,0.2300828957266827,0,0,3.974874371859297,5.840344997302112,LAMC1
