Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cell_type
prerank,TNF-alpha Signaling via NF-kB,-0.5106205678738615,-2.4148798962710964,0.0,0.0,0.0,58/155,14.33%,TNFAIP3;SIK1;MCL1;CEBPD;CCL5;DUSP5;BTG2;NAMPT;DUSP2;GCH1;TIPARP;GFPT2;NR4A3;GADD45A;JUNB;TAP1;CD69;IL6ST;TNFSF9;NFAT5;SLC2A3;FOSL2;SPHK1;BTG3;PTGER4;ZFP36;REL;SERPINE1;KDM6B;BIRC2;NFKB1;PMEPA1;GADD45B;KLF10;BCL6;CCL4;MAP2K3;LITAF;RELB;CDKN1A;PANX1;NFKB2;ZC3H12A;KLF4;PER1;IFIH1;PDE4B;CEBPB;RELA;ETS2;ID2;SNN;NR4A2;PFKFB3;DUSP4;BCL3;MAFF;ATP2B1,CD8_Tem
prerank,UV Response Up,-0.4679959892024183,-2.1636413981450335,0.0,0.0,0.0,53/118,19.83%,BAK1;BCL2L11;BTG2;CHKA;GCH1;ATP6V1F;JUNB;TAP1;IL6ST;CDKN1C;CEBPG;E2F5;TFRC;BTG3;FKBP4;NPTX2;DNAJB1;NAT1;HSPA13;CCNE1;SLC25A4;TST;MARK2;AGO2;ARRB2;HMOX1;CNP;TUBA4A;GRINA;CYB5B;STK25;ABCB1;CDC5L;BSG;H2AX;DDX21;AMD1;ACAA1;MRPL23;CASP3;PPAT;GRPEL1;FURIN;IRF1;MGAT1;RPN1;NUP58;CDC34;FOS;STIP1;DNAJA1;KLHDC3;YKT6,CD8_Tem
prerank,G2-M Checkpoint,-0.4274542877548387,-2.054937177180442,0.0,0.0,0.0,53/177,13.12%,H2BC12;EZH2;SMC4;CENPE;LBR;KPNA2;HMGA1;LMNB1;SLC12A2;KNL1;CKS2;NASP;RBM14;TOP1;NUSAP1;FBXO5;KIF11;UBE2S;KIF23;SRSF2;GSPT1;HMGB3;DDX39A;RAD23B;TOP2A;NUP50;NDC80;POLQ;TACC3;TLE3;SS18;UPF1;MCM5;MAP3K20;SLC7A5;CDK1;JPT1;ATF5;KIF5B;RACGAP1;CCNF;DBF4;SLC38A1;HIF1A;CENPF;H2AX;TGFB1;CUL3;KIF20B;LIG3;AMD1;ORC6;ABL1,CD8_Tem
prerank,Mitotic Spindle,-0.3646642148730411,-1.7521895524407054,0.0,0.007697141061891298,0.021,64/171,22.60%,SMC4;CENPE;BCL2L11;LMNB1;ATG4B;EPB41;TBCD;PPP4R2;PCNT;WASF2;NET1;NUSAP1;BCR;FBXO5;KIF11;SPTAN1;PREX1;KIF23;ECT2;TOP2A;MAPRE1;NDC80;ARHGEF7;SEPTIN9;RANBP9;FGD6;PIF1;TUBA4A;RALBP1;RASA1;CDK1;GEMIN4;KIF5B;RACGAP1;EZR;HOOK3;STAU1;PXN;CENPF;MYO9B;TLK1;KIF20B;MYH9;ABL1;ARF6;PRC1;CSNK1D;ARHGAP4;KATNB1;RHOF;CDC42EP4;CYTH2;CEP57;TRIO;INCENP;AKAP13;CEP192;SPTBN1;SMC3;PLEKHG2;RASA2;CLASP1;SAC3D1;TPX2,CD8_Tem
prerank,Epithelial Mesenchymal Transition,0.4351492905877116,1.7111798748754707,0.0030581039755351682,0.01499142901667446,0.037,21/79,11.70%,VIM;IGFBP3;FAS;IL15;TGFBI;LOXL1;SGCD;TIMP1;AREG;LGALS1;SGCB;CAPG;ENO2;CD59;SNTB1;TPM4;LAMA2;ITGB1;NOTCH2;MAGEE1;NT5E,CD8_Tem
prerank,Notch Signaling,0.5851112317891807,1.7099790041162848,0.00684931506849315,0.00749571450833723,0.037,8/19,13.66%,TCF7L2;ARRB1;APH1A;NOTCH2;NOTCH1;CUL1;MAML2;SKP1,CD8_Tem
prerank,IL-6/JAK/STAT3 Signaling,-0.4276959314759482,-1.6895448615944357,0.002824858757062147,0.010681746779767513,0.034,10/51,3.37%,CD38;BAK1;IRF9;STAT1;STAT2;TNFRSF1B;IL2RG;IL6ST;STAT3;MYD88,CD8_Tem
prerank,E2F Targets,-0.33945618272513023,-1.6435212836814757,0.0,0.017318567389255423,0.061,62/182,22.66%,EZH2;SMC4;CENPE;LBR;KPNA2;HMGA1;LMNB1;SMC6;CKS2;NASP;UBE2S;CTPS1;RRM2;SRSF2;GSPT1;HMGB3;MTHFD2;DDX39A;TFRC;IPO7;TOP2A;MELK;BRMS1L;CCNE1;TACC3;CCP110;MCM5;UBE2T;ING3;CDKN1A;CDK1;JPT1;TUBG1;LIG1;CIT;RACGAP1;BUB1B;PPM1D;H2AX;PCNA;TIMELESS;ORC6;HELLS;DCK;UBR7;WDR90;MCM4;SNRPB;MSH2;XPO1;DONSON;TRIP13;POP7;RPA3;MCM6;SMC3;MLH1;CHEK2;SHMT1;DNMT1;GINS4;SLBP,CD8_Tem
prerank,Oxidative Phosphorylation,-0.3197363866679045,-1.5844790980995382,0.0,0.02370230739693511,0.092,69/198,22.97%,PDP1;SLC25A5;ATP6V1F;VDAC2;IDH2;ATP6V0B;CYCS;CPT1A;LDHA;TIMM13;FDX1;BDH2;SLC25A4;LDHB;VDAC1;UQCRC2;UQCRC1;BCKDHA;ATP5F1B;ISCA1;SLC25A12;PRDX3;NDUFB2;NDUFA6;OAT;TIMM17A;AIFM1;MRPS22;ATP5F1C;SLC25A20;COX7B;NDUFB6;MRPS30;POLR2F;NDUFS2;ACAA1;TIMM50;NDUFA8;ECH1;ACO2;NDUFS7;SLC25A11;ATP5PO;GRPEL1;AFG3L2;PMPCA;COX6A1;UQCRH;ATP6V0C;NDUFA7;ATP5MC3;NDUFB4;ACADVL;PDHB;CS;NDUFS6;POR;RETSAT;MRPL15;IMMT;TOMM22;ETFB;CASP7;TIMM8B;CYB5A;MDH2;NDUFV1;NDUFS8;COX5A,CD8_Tem
prerank,Coagulation,0.41610453799701513,1.5220339029059493,0.011345218800648298,0.0440288816165394,0.269,11/57,7.04%,CFH;CPQ;CTSO;CTSH;TIMP1;ISCU;A2M;MSRB2;F8;CLU;C1S,CD8_Tem
prerank,mTORC1 Signaling,-0.31123841419146997,-1.5175914135558808,0.0,0.035186930568645934,0.147,61/187,20.53%,BTG2;NAMPT;NFKBIB;PHGDH;PGK1;SLC2A3;GGA2;IFRD1;LDHA;RRM2;MTHFD2;DDX39A;TXNRD1;TFRC;PNO1;TM7SF2;NFYC;PSMA4;GAPDH;SLC6A6;SHMT2;HPRT1;DDIT3;WARS1;MAP2K3;ETF1;CDKN1A;TUBA4A;SLC7A5;HSPD1;PSMC4;TUBG1;ACLY;CCNF;CYB5B;NUFIP1;SLC1A5;SLA;TMEM97;HK2;EEF1E1;CACYBP;HSPE1;SRD5A1;PSMC6;TRIB3;HSPA5;PITPNB;MCM4;UBE2D3;PDK1;MTHFD2L;TPI1;RPN1;NFIL3;FDXR;STIP1;ABCF2;YKT6;IMMT;RIT1,CD8_Tem
prerank,Inflammatory Response,-0.32051252994029766,-1.4658454671535959,0.0,0.05158084140176506,0.228,25/113,11.67%,CHST2;LY6E;CCL5;IRF7;BTG2;NAMPT;GCH1;TNFRSF1B;CD69;TNFSF9;RGS1;SPHK1;CD55;PTGER4;SERPINE1;CXCR6;NFKB1;RHOG;ADRM1;CCR7;CDKN1A;BST2;HIF1A;PDE4B;RELA,CD8_Tem
prerank,p53 Pathway,-0.29591072627020226,-1.403426577402498,0.01048951048951049,0.07953712430621007,0.35,37/161,11.23%,BAK1;BTG2;SLC35D1;NUDT15;SLC3A2;GADD45A;TAP1;TNFSF9;SERTAD3;IP6K2;IRAG2;SPHK1;TRAF4;SLC19A2;PLK3;LDHB;ADA;COQ8A;CCP110;VWA5A;RHBDF2;DDIT3;WRAP73;H2AJ;HMOX1;TSPYL2;CDKN1A;TRAFD1;HEXIM1;CTSD;ABHD4;MXD4;KLF4;PPM1D;MKNK2;TGFB1;BAIAP2,CD8_Tem
prerank,Unfolded Protein Response,-0.3047546680392111,-1.3785314980456251,0.020618556701030927,0.08965900577587665,0.407,31/107,17.42%,DNAJA4;EEF2;EXOSC4;ZBTB17;CEBPG;DCP2;CNOT2;PAIP1;MTHFD2;IFIT1;EIF4EBP1;ALDH18A1;FUS;EIF4A2;EIF4A3;TSPYL2;SLC7A5;EIF2AK3;GEMIN4;KIF5B;H2AX;CEBPB;NPM1;IMP3;TATDN2;LSM1;ATP6V0D1;TUBB2A;HSPA5;BANF1;EIF4A1,CD8_Tem
prerank,Apical Junction,0.3269438960576236,1.3567487403238643,0.03278688524590164,0.1465716066697834,0.769,36/115,21.63%,AKT3;SORBS3;ZYX;SGCE;TGFBI;AMIGO2;SKAP2;PIK3CB;MYL12B;RRAS;NECTIN3;MPZL1;CD99;LIMA1;ITGB1;CTNNA1;ICAM1;WASL;ACTN1;JAM3;THBS3;STX4;CTNND1;CDK8;ACTB;EPB41L2;ITGB4;CAP1;NLGN3;VASP;LDLRAP1;TRAF1;IKBKG;RSU1;DLG1;GNAI2,CD8_Tem
prerank,KRAS Signaling Dn,-0.3231315273200583,-1.3445305529676106,0.059154929577464786,0.11011624253848569,0.487,18/66,12.63%,CHST2;BTG2;RYR1;TENT5C;IFI44L;GTF3C5;PTPRJ;LYPD3;COQ8A;RSAD2;PDCD1;MX1;RYR2;SLC29A3;PLAG1;MFSD6;SNN;NR4A2,CD8_Tem
prerank,Estrogen Response Late,-0.297552865870735,-1.340925949217141,0.04126984126984127,0.10614724054874856,0.497,30/113,15.11%,CLIC3;JAK2;DUSP2;ITPK1;OPN3;IDH2;RBBP8;IL6ST;ISG20;KCNK5;FABP5;JAK1;BTG3;TOP2A;ZFP36;FKBP4;SLC27A2;TST;HPRT1;SLC7A5;NBL1;KLF4;SIAH2;ID2;NXT1;SLC2A8;SCARB1;DCXR;RABEP1;TOB1,CD8_Tem
prerank,Apoptosis,-0.2867212961292586,-1.33300286512226,0.03134796238244514,0.10583568960100535,0.518,30/129,14.36%,CD38;MCL1;BCL2L11;BTG2;BNIP3L;GCH1;VDAC2;GADD45A;TAP1;CD69;ISG20;SPTAN1;BTG3;TOP2A;PPP2R5B;DDIT3;GADD45B;HMOX1;ETF1;CDKN1A;BMF;FASLG;SMAD7;LEF1;SATB1;RELA;BCL10;NEFH;PMAIP1;CASP3,CD8_Tem
prerank,heme Metabolism,-0.285577249041701,-1.3247597946090106,0.03934426229508197,0.10452588198333056,0.538,42/149,18.84%,ACP5;BTG2;BNIP3L;EPB41;TENT5C;TOP1;DCAF11;SLC30A1;CPOX;TFRC;SLC66A2;PPP2R5B;KLF3;TFDP2;USP15;RBM38;MAP2K3;RNF19A;ISCA1;SEC14L1;KDM7A;HEBP1;NR3C1;YPEL5;BSG;CTSB;GAPVD1;PPOX;AGPAT4;SDCBP;HDGF;RIOK3;UCP2;RCL1;RANBP10;LPIN2;GDE1;RHCE;BACH1;GYPC;FOXO3;ELL2,CD8_Tem
prerank,Allograft Rejection,-0.26602671446394294,-1.2876125220081558,0.046762589928057555,0.13024051384089086,0.646,44/159,15.35%,CD7;JAK2;CCL5;IRF7;STAT1;GBP2;CD3G;TAP1;IL2RG;IRF8;CD8A;ETS1;IKBKB;CTSS;SRGN;EIF3A;WARS1;CCL4;WAS;CD8B;FASLG;CD74;TAP2;CD86;EIF3J;HIF1A;GZMB;TGFB1;NPM1;BCL10;IL12RB1;ITK;LY86;UBE2D1;FYB1;IL10;BCL3;PSMB10;CSK;TRAF2;HLA-DOB;ACHE;TAPBP;IL27RA,CD8_Tem
prerank,IL-2/STAT5 Signaling,0.2977653393100242,1.2848508538428207,0.0649546827794562,0.2142558828112825,0.926,45/152,20.55%,BCL2;PHTF2;HIPK2;SWAP70;FGL2;HOPX;CD48;DHRS3;SERPINB6;RRAGD;PTCH1;BMPR2;RABGAP1L;EOMES;ARL4A;PRNP;RNH1;AHNAK;CAPG;IGF1R;GPR65;CTSZ;SYT11;RORA;SOCS2;NT5E;ANXA4;MYC;ITGA6;XBP1;AHR;IFNGR1;TNFRSF9;TNFRSF18;TNFRSF4;CDC42SE2;IL18R1;SNX14;PTGER2;CAPN3;P2RX4;TRAF1;LTB;PLPP1;FAH,CD8_Tem
prerank,Hypoxia,-0.2732900263726208,-1.2717349669775893,0.07692307692307693,0.13843279263190966,0.687,33/135,14.05%,TNFAIP3;CHST2;BNIP3L;TIPARP;CDKN1C;PGK1;SLC2A3;FOSL2;ISG20;LDHA;HK1;ETS1;ZFP36;LXN;SERPINE1;PGM2;JMJD6;GAPDH;SLC6A6;NOCT;DDIT3;HMOX1;CDKN1A;HDLBP;CCNG2;NR3C1;SIAH2;CITED2;MYH9;HK2;PFKFB3;MAFF;SCARB1,CD8_Tem
prerank,Bile Acid Metabolism,0.3257441441809298,1.250147385436109,0.11042944785276074,0.23243467871798867,0.964,17/73,15.43%,NR3C2;ABCA5;ABCA2;GSTK1;EPHX2;PEX16;DHCR24;EFHC1;FADS1;GNPAT;PIPOX;BCAR3;ABCA3;CYP46A1;OPTN;HSD17B11;PEX6,CD8_Tem
prerank,TGF-beta Signaling,-0.32582403209121935,-1.2433961747446582,0.1311881188118812,0.16153000314169025,0.748,21/47,24.24%,JUNB;CDKN1C;SERPINE1;ACVR1;PMEPA1;KLF10;SKI;HDAC1;FKBP1A;SMAD7;TGFB1;ARID4B;ID2;UBE2D3;FURIN;SKIL;SPTBN1;TRIM33;ID1;SMURF1;PPP1R15A,CD8_Tem
prerank,Myc Targets V1,-0.2509809793324852,-1.2409768548141125,0.0353356890459364,0.1563514504136559,0.755,64/196,22.45%,PSMA1;KPNA2;SRSF3;CCT2;PGK1;TYMS;IFRD1;LDHA;CTPS1;SF3A1;SRSF2;PSMA7;GSPT1;RAD23B;PSMB2;PSMA4;PSMD8;HPRT1;VDAC1;MCM5;STARD7;PABPC1;ETF1;EIF3B;SRM;HSPD1;PSMC4;PRDX3;CCT5;CCT3;SERBP1;EIF3J;PCBP1;CCT7;PSMB3;NPM1;DDX21;PCNA;HDGF;MRPL23;TRIM28;SET;HSPE1;LSM2;PSMC6;TXNL4A;TFDP1;SRPK1;EIF4G2;MCM4;EIF4A1;ILF2;XPO1;RRM1;CSTF2;RACK1;TCP1;SRSF7;MCM6;ODC1;CCT4;FAM120A;LSM7;HNRNPU,CD8_Tem
prerank,Complement,-0.26515079580472306,-1.2260768265416608,0.05921052631578947,0.1658384028789307,0.785,35/132,14.36%,TNFAIP3;JAK2;PDP1;CCL5;DUSP5;IRF7;PLSCR1;LAP3;GNB4;RABIF;PREP;RCE1;CD55;FDX1;SERPINE1;CTSS;RHOG;GNG2;USP15;PRSS36;ERAP2;WAS;FCER1G;CTSD;FYN;PPP2CB;GZMB;BRPF3;CTSB;CEBPB;SH2B3;F7;MAFF;PSMB9;CASP3,CD8_Tem
prerank,KRAS Signaling Up,-0.27007779826546624,-1.2259270190074252,0.09037900874635568,0.15881927085467634,0.786,23/103,12.22%,TNFAIP3;GFPT2;TNFRSF1B;IL2RG;AKT2;RBM4;TRIB2;IRF8;LAPTM5;ETS1;CBX8;CTSS;PSMB8;VWA5A;ADAM8;STRN;FCER1G;DNMBP;ABCB1;KLF4;PRELID3B;SATB1;ID2,CD8_Tem
prerank,DNA Repair,-0.2586687276354077,-1.2093861022019152,0.09252669039145907,0.17126138862708137,0.828,39/143,19.78%,SRSF6;VPS37B;PDE6G;TYMS;ELOA;POLB;ELL;GTF3C5;DCTN4;RAE1;ADA;POLR2A;HPRT1;CANT1;ADRM1;POLD4;ZNF707;CLP1;POLR1D;LIG1;TAF1C;BRF2;PDE4B;POLR2F;SDCBP;PCNA;CMPK2;NT5C3A;VPS37D;RAD51;ALYREF;POLR2C;TSG101;SNAPC4;RNMT;POM121;ERCC2;USP11;POLR3C,CD8_Tem
prerank,Cholesterol Homeostasis,-0.2941868721648177,-1.2005677773948187,0.14092140921409213,0.17611058749607286,0.846,22/60,24.07%,GSTM2;PLSCR1;CHKA;STX5;MVD;FABP5;TM7SF2;ALCAM;ATF5;TMEM97;ECH1;HSD17B7;TNFRSF12A;TRIB3;NFIL3;CPEB2;ANXA5;FASN;IDI1;CD9;FBXO6;FDPS,CD8_Tem
prerank,PI3K/AKT/mTOR  Signaling,-0.2712181714381289,-1.1978920847063874,0.12094395280235988,0.17187462239300128,0.848,25/92,17.21%,CAMK4;STAT2;NFKBIB;IL2RG;AP2M1;MYD88;RPTOR;DDIT3;MAP2K3;CDKN1A;CDK1;FASLG;MKNK2;RPS6KA3;SLA;ARPC3;PIN1;TRAF2;ECSIT;PTPN11;TRIB3;MAPK8;UBE2D3;PDK1;PRKAG1,CD8_Tem
prerank,Myogenesis,0.2916167297822576,1.1840852994773263,0.1746987951807229,0.31568823882989383,0.994,19/98,12.10%,SVIL;IGFBP3;NCAM1;SORBS3;TPM3;SGCD;RB1;GNAO1;PRNP;CLU;LARGE1;WWTR1;LAMA2;ITGB1;FKBP1B;FXYD1;NOTCH1;DMPK;FHL1,CD8_Tem
prerank,Adipogenesis,-0.2385120275417487,-1.1456814381434561,0.14696485623003194,0.24476094064532644,0.932,55/163,23.03%,ATP1B3;PEX14;GADD45A;PIM3;SLC5A6;UCK1;ATL2;TST;CHUK;TALDO1;GPAM;UBQLN1;TKT;UQCRC1;BCL6;BCKDHA;SLC19A1;ENPP2;CCNG2;PRDX3;PPP1R15B;ACLY;AIFM1;SLC1A5;ABCB8;COX7B;PFKFB3;ACADS;RIOK3;UCP2;ECH1;ACO2;YWHAG;SCARB1;ATP5PO;GRPEL1;DNAJC15;TOB1;COX6A1;RTN3;CS;HADH;POR;GPAT4;RETSAT;MRPL15;IMMT;COQ5;ETFB;LPCAT3;ARAF;MDH2;ELMOD3;DGAT1;COQ9,CD8_Tem
prerank,Androgen Response,0.2932652294591113,1.145405224069895,0.22782874617737003,0.35219728845254794,0.998,31/81,24.53%,ADAMTS1;MAF;MYL12A;INPP4B;ABCC4;CDC14B;ELOVL5;ABHD2;PA2G4;DHCR24;TPD52;FADS1;LMAN1;ACTN1;XRCC5;CDK6;SMS;ANKH;SPCS3;PLPP1;SORD;PGM3;TSC22D1;MAK;CCND3;AKT1;SELENOP;RAB4A;TNFAIP8;DNAJB9;STK39,CD8_Tem
prerank,Myc Targets V2,-0.2786926364007881,-1.1095227181813054,0.26822157434402333,0.3001885014137606,0.963,15/56,18.07%,DUSP2;IPO4;MCM5;NOP2;SLC19A1;SRM;HSPD1;NPM1;TMEM97;HK2;HSPE1;RCL1;MCM4;PPRC1;RRP12,CD8_Tem
prerank,Estrogen Response Early,0.26484780662937046,1.1083578437063384,0.25748502994011974,0.38667082229494576,0.998,25/120,12.76%,SVIL;DYNLT3;SNX24;BCL2;MYBL1;SH3BP5;DHRS3;AREG;ASB13;RETREG1;ELOVL5;ABHD2;PLAAT3;SLC22A5;MREG;RHOBTB3;CHPT1;IGF1R;DHCR7;ADD3;GAB2;ABCA3;KAZN;MYC;XBP1,CD8_Tem
prerank,UV Response Dn,0.2694959006072125,1.084009576577502,0.3050847457627119,0.39642200405173755,1.0,20/96,17.63%,AKT3;BMPR1A;ACVR2A;SCN8A;ANXA2;INPP4B;ARHGEF9;ERBB2;IGF1R;SRI;ADD3;NOTCH2;ANXA4;MYC;KALRN;PRKAR2B;MT1E;DMAC2L;PTPRM;PIAS3,CD8_Tem
prerank,Hedgehog Signaling,-0.34002990617274487,-1.0470083982547802,0.38235294117647056,0.419816481956948,0.989,6/18,18.39%,TLE3;RASA1;ETS2;MYH9;ACHE;ADGRG1,CD8_Tem
prerank,Spermatogenesis,-0.2530281942577802,-1.0455892252384156,0.32865168539325845,0.40992774112472513,0.991,18/67,20.46%,EZH2;CAMK4;SLC12A2;TALDO1;TLE4;CDK1;DBF4;IL12RB2;ZC3H14;SIRT1;NEFH;CHFR;RPL39L;NCAPH;GFI1;IP6K1;PGS1;GSTM3,CD8_Tem
prerank,Fatty Acid Metabolism,-0.22090921355255616,-1.0211138844541132,0.41420118343195267,0.4579266871383256,0.995,35/122,22.92%,UBE2L6;D2HGDH;CPT1A;LDHA;HSPH1;CPOX;TP53INP2;ACSS1;PSME1;HPGD;NTHL1;METAP1;HSP90AA1;ALDH9A1;PTS;ACAA1;ACOT8;ACADS;ECH1;ACO2;HSD17B7;ACOT2;GABARAPL1;KMT5A;ACADVL;EHHADH;PDHB;HADH;RETSAT;PRDX6;ODC1;MDH2;CBR1;FASN;IDI1,CD8_Tem
prerank,Reactive Oxygen Species Pathway,-0.2675014932379412,-1.0115448947496963,0.4670487106017192,0.466020656613258,0.996,14/45,20.45%,JUNB;SBNO2;TXNRD1;LAMTOR5;ABCC1;IPCEF1;NDUFA6;STK25;OXSR1;NDUFS2;EGLN2;NDUFB4;ERCC2;PRDX6,CD8_Tem
prerank,Xenobiotic Metabolism,-0.2116385527176613,-0.9679955951933383,0.5459770114942529,0.5661897009682119,1.0,22/111,14.34%,SERTAD1;SLC35D1;GCH1;IRF8;HES6;SERPINE1;SLC6A6;SHMT2;HPRT1;HMOX1;ALDH9A1;PGD;PTS;GSTM4;SLC1A5;ETS2;ID2;TMEM97;ECH1;ACO2;PSMB10;DCXR,CD8_Tem
prerank,Wnt-beta Catenin Signaling,0.3048737991699408,0.9604661644047046,0.5277310924369748,0.6378908297561875,1.0,7/29,12.60%,PTCH1;HDAC11;CSNK1E;TP53;NOTCH1;CUL1;MYC,CD8_Tem
prerank,Glycolysis,-0.19642013309810694,-0.9280020988851413,0.6327160493827161,0.649276487220713,1.0,23/142,12.69%,CHST2;LHPP;NASP;PGK1;ISG20;LDHA;FKBP4;PGM2;TALDO1;CHST12;ALDH9A1;HDLBP;PSMC4;CDK1;MED24;PYGB;FUT8;PPP2CB;CITED2;CHPF;NANP;RBCK1;HK2,CD8_Tem
prerank,Pperoxisome,0.23118992531106428,0.9140338383500236,0.6307448494453248,0.6902134954028363,1.0,17/85,15.43%,CNBP;TSPO;DHRS3;ERCC1;GSTK1;ELOVL5;EPHX2;DHCR24;PRDX1;FADS1;GNPAT;ITGB1BP1;STS;ECI2;ACSL4;HSD17B11;PEX6,CD8_Tem
prerank,Apical Surface,-0.24493855889753474,-0.8157875355256411,0.7630331753554502,0.8676091737354696,1.0,4/27,10.05%,IL2RG;AFAP1L2;LYPD3;ADAM10,CD8_Tem
prerank,Protein Secretion,0.20261851361526567,0.8058851873800036,0.821917808219178,0.8510518934081347,1.0,19/85,20.16%,CD63;AP2B1;TMED10;TPD52;VPS45;RAB9A;GALC;LMAN1;TMED2;DOP1A;ATP1A1;SEC22B;ANP32E;PPT1;CLTC;PAM;CTSC;CLN5;ARCN1,CD8_Tem
prerank,Myc Targets V1,-0.5926666082966616,-2.841848635459848,0.0,0.0,0.0,109/199,20.08%,VDAC1;EIF3B;EIF4G2;CTPS1;EIF4A1;RAD23B;KPNA2;NOP16;SERBP1;HPRT1;STARD7;PSMB2;UBE2L3;DDX21;PPM1G;SNRPG;PSMA4;HDGF;TXNL4A;PSMA7;RNPS1;IMPDH2;PWP1;CCT2;LDHA;EIF3J;SET;COX5A;SYNCRIP;NOLC1;RPLP0;YWHAQ;ETF1;SMARCC1;PSMC4;TRIM28;CYC1;POLE3;PCBP1;LSM2;PSMD8;C1QBP;SRM;PSMC6;NME1;SRPK1;ILF2;MCM7;CDC45;PABPC1;PSMD14;PSMD3;MCM2;KPNB1;IFRD1;HDAC2;PPIA;AP3S1;TFDP1;HNRNPD;PSMB3;RAN;MCM4;PSMA2;MCM5;SNRPB2;TYMS;PRPS2;COPS5;PSMA6;NDUFAB1;RANBP1;GNL3;GSPT1;PSMD1;KARS1;ERH;TUFM;CCT3;CCT5;PHB2;HSP90AB1;SNRPD1;HNRNPA2B1;MCM6;SF3A1;PGK1;FAM120A;ABCE1;SNRPD3;EIF2S2;CCT7;CDK2;PRDX3;APEX1;HNRNPR;RFC4;CCT4;AIMP2;SRSF2;LSM7;RPL6;NHP2;DEK;PRPF31;IARS1;USP1;EXOSC7;SRSF3,CD8_naive_Tcm
prerank,G2-M Checkpoint,-0.5739445997906198,-2.7095335643756875,0.0,0.0,0.0,105/182,23.60%,SMC4;CENPE;H2BC12;RAD23B;SAP30;KPNA2;MAP3K20;HMGA1;ODF2;HMGB3;BARD1;EZH2;TOP1;SQLE;DR1;NASP;UBE2S;SYNCRIP;NOLC1;LMNB1;LBR;SMAD3;SMARCC1;TLE3;UPF1;CHMP1A;CKS2;CHAF1A;NSD2;STMN1;NCL;CDC45;MCM2;E2F3;CUL4A;KNL1;KPNB1;DDX39A;TACC3;ATF5;SMC1A;KMT5A;MTF2;CHEK1;CDC6;GINS2;TFDP1;CCNB2;E2F1;H2AZ2;HNRNPD;CDC7;PML;SS18;FBXO5;RACGAP1;MCM5;NDC80;UCK2;JPT1;TPX2;CUL3;ORC6;TOP2A;HIF1A;GSPT1;INCENP;CENPF;EXO1;CCNF;HSPA8;SNRPD1;CDKN2C;MCM6;PRC1;TNPO2;PLK4;SLC7A5;LIG3;TTK;WRN;PAFAH1B1;KIF5B;KIF23;MCM3;CTCF;SRSF2;POLQ;POLE;SUV39H1;MARCKS;NUP50;H2AX;KATNA1;BUB1;SFPQ;TGFB1;NUP98;RBM14;PRMT5;HMGN2;FANCC;ABL1;KIF2C;CDC27,CD8_naive_Tcm
prerank,Mitotic Spindle,-0.5318268053361067,-2.4993090756903715,0.0,0.0,0.0,89/181,23.83%,SMC4;EPB41;CD2AP;CENPE;TIAM1;TRIO;EPB41L2;PCNT;SPTBN1;RAPGEF5;EZR;MYO1E;ROCK1;ACTN4;PPP4R2;CLIP2;KPTN;GEMIN4;LMNB1;ARHGEF7;ATG4B;RHOF;SPTAN1;CLIP1;RABGAP1;WASF2;ANLN;MAPRE1;AKAP13;SMC1A;MARK4;STAU1;CCNB2;FARP1;CAPZB;ARHGDIA;FBXO5;RACGAP1;SEPTIN9;HOOK3;NDC80;CDC42;MYO9B;TPX2;TOP2A;ARHGAP4;DOCK2;INCENP;CENPF;MYH9;RANBP9;SSH2;PRC1;WASL;STK38L;CSNK1D;CKAP5;PLEKHG2;RALBP1;ARF6;TTK;MAP1S;KLC1;KIF3C;PREX1;WASF1;PAFAH1B1;KIF5B;KIF23;ABI1;BCL2L11;MARCKS;KATNA1;BUB1;BIN1;FGD6;SAC3D1;RASA2;NCK1;ARL8A;PDLIM5;TAOK2;ECT2;NET1;NEDD9;ABL1;KIF2C;CDC27;CEP250,CD8_naive_Tcm
prerank,Interferon Gamma Response,-0.5243748460831129,-2.4463684765534435,0.0,0.0,0.0,81/173,20.32%,CD38;AUTS2;IRF4;RNF213;ARID5B;GZMA;LGALS3BP;PSMB2;CCL5;GBP4;PTPN2;UBE2L6;ISG15;LAP3;IFI27;CD69;FAS;NMI;APOL6;MTHFD2;NUP93;OAS2;PELI1;IRF7;USP18;ZNFX1;IFI44L;STAT2;PSMB8;RBCK1;PDE4B;TNFSF10;PSME1;MYD88;EPSTI1;SP110;PARP12;CASP4;NAMPT;PML;CASP3;IRF9;PSMA2;IFIH1;CD74;GCH1;IRF8;PNPT1;TRIM25;PSME2;HIF1A;TNFAIP3;PLSCR1;XAF1;IL15;CMPK2;IRF1;PSMA3;MX1;NFKBIA;RNF31;IL4R;STAT1;TAP1;TRIM21;NCOA3;IFIT3;SPPL2A;IFI35;TAPBP;IFI44;ISG20;SAMD9L;RSAD2;TRAFD1;LYSMD2;OASL;ADAR;ARL4A;DDX60;NFKB1,CD8_naive_Tcm
