Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cell_type
prerank,Unfolded Protein Response,0.2261118161358858,0.9931430109115871,0.4680306905370844,0.6711312507518948,1.0,16/78,13.95%,HSPA9;NFYA;NOP56;TATDN2;EIF4A3;SRPRA;ATF4;EIF4A1;RPS14;YWHAZ;DNAJC3;ATF6;KHSRP;DNAJB9;EDC4;POP4,CD56_bright_CD16-_NK
prerank,Protein Secretion,-0.24117465572014696,-0.9832162632106849,0.4966442953020134,0.7830057573952749,1.0,12/76,13.03%,AP3S1;RAB9A;SEC24D;MAPK1;ADAM10;SOD1;STX7;TPD52;CD63;COPE;VAMP3;CLCN3,CD56_bright_CD16-_NK
prerank,Inflammatory Response,0.22856336839665958,0.9804827832118327,0.46534653465346537,0.6491692398176739,1.0,19/70,19.97%,RASGRP1;KLF6;KCNA3;CD69;BTG2;IRF1;SELENOS;NAMPT;KIF1B;NFKB1;IL18R1;LDLR;CMKLR1;TAPBP;ADRM1;IL4R;NFKBIA;ATP2B1;LCP2,CD56_bright_CD16-_NK
prerank,Oxidative Phosphorylation,-0.2094639991467154,-0.9697093167190559,0.528125,0.7807709789661766,1.0,47/165,26.29%,IMMT;ATP5ME;SLC25A12;NDUFS2;LDHB;ATP5F1D;ATP6V0E1;COX8A;SLC25A11;HADHA;ETFA;NDUFB6;NDUFB1;NDUFA3;MRPS11;ATP5MC3;COX5A;DLD;IDH2;CPT1A;SLC25A5;MRPL11;ABCB7;BAX;ETFB;NDUFB4;VDAC1;SUPV3L1;ATP5F1A;ATP5F1B;CYCS;ATP5MC2;MPC1;UQCRC2;COX6B1;ECH1;PDHB;TCIRG1;CYC1;MDH2;LDHA;NDUFB7;UQCRC1;COX10;VDAC2;TIMM50;ATP5F1E,CD56_bright_CD16-_NK
prerank,PI3K/AKT/mTOR  Signaling,-0.23887021248878337,-0.9664736186023344,0.5066445182724253,0.7519338147706969,1.0,25/74,26.09%,VAV3;PRKCB;MAPK1;HSP90B1;EIF4E;PTPN11;MAPK9;CDKN1B;STAT2;SLA;THEM4;IL2RG;RAF1;PFN1;MAPKAP1;ARPC3;GRB2;CAB39;MYD88;DDIT3;ACACA;RPS6KA1;CFL1;RPS6KA3;PPP1CA,CD56_bright_CD16-_NK
prerank,DNA Repair,0.21342094318872057,0.9419828667981446,0.5739348370927319,0.6983135964168166,1.0,14/95,11.75%,GTF2B;RALA;GTF2A2;XPC;DCTN4;RNMT;RAE1;ARL6IP1;CSTF3;NELFCD;SURF1;POLR2A;SRSF6;SDCBP,CD56_bright_CD16-_NK
prerank,IL-6/JAK/STAT3 Signaling,-0.27235930408582426,-0.9220585408246239,0.60580204778157,0.8362102583737485,1.0,12/35,19.70%,IRF9;PIK3R5;CBL;PTPN11;PIM1;MAP3K8;ITGA4;STAT2;IL2RG;STAT1;IL12RB1;GRB2,CD56_bright_CD16-_NK
prerank,Adipogenesis,-0.21015517748331095,-0.9069699646531574,0.6467576791808873,0.8381426308950133,1.0,30/100,25.90%,UCP2;ELMOD3;IMMT;PEX14;MAP4K3;SOD1;NMT1;COX8A;CD151;AK2;ATP1B3;CHCHD10;RMDN3;DDT;DLD;PDCD4;RTN3;DHRS7;ETFB;AGPAT3;ECH1;PFKFB3;SLC25A1;GPHN;CYC1;ARAF;MDH2;NDUFB7;UQCRC1;G3BP2,CD56_bright_CD16-_NK
prerank,IL-2/STAT5 Signaling,-0.2157918705689709,-0.9068636886745973,0.68,0.8019363233808944,1.0,15/95,10.44%,GPR65;TWSG1;LRRC8C;CCND3;PRKCH;BMPR2;NFIL3;CAPG;HIPK2;SNX14;IRF8;IFITM3;ST3GAL4;PIM1;MAP3K8,CD56_bright_CD16-_NK
prerank,G2-M Checkpoint,-0.20507994237520105,-0.8870212721534434,0.6776212832550861,0.8147164110581696,1.0,27/111,20.11%,ABL1;HMGN2;MAPK14;EWSR1;MT2A;ODF2;FOXN3;NOTCH2;CUL3;NSD2;RAD23B;ATRX;CDKN1B;MTF2;CUL5;UPF1;H2BC12;SMARCC1;RPA2;HIRA;CDC25B;SMC2;STMN1;E2F4;DDX39A;MCM3;JPT1,CD56_bright_CD16-_NK
prerank,Myc Targets V2,0.2720094817092906,0.8865677139174705,0.604494382022472,0.7887705589514147,1.0,7/23,20.23%,NOP56;DDX18;IMP4;MPHOSPH10;CBX3;RRP12;NOP2,CD56_bright_CD16-_NK
prerank,Cholesterol Homeostasis,0.22912879556839974,0.822472510496593,0.75,0.870754300838112,1.0,7/31,13.29%,SREBF2;CTNNB1;HMGCR;STX5;IDI1;PDK3;LDLR,CD56_bright_CD16-_NK
prerank,Myc Targets V1,0.15918095606439783,0.7901382555984692,0.9620991253644315,0.8659020732245258,1.0,48/174,25.39%,ETF1;NOP56;UBA2;IFRD1;PSMC4;G3BP1;TXNL4A;DDX18;PSMD14;RUVBL2;SNRPA;COPS5;RPL34;ODC1;RNPS1;TRIM28;SERBP1;EIF4A1;SRSF7;RPS10;CTPS1;NCBP1;HNRNPU;TOMM70;PRPF31;FBL;SLC25A3;CBX3;PSMA1;SRSF2;SNRPA1;RPL22;NCBP2;USP1;EIF1AX;DDX21;EIF4G2;NDUFAB1;KPNA2;STARD7;SNRPD1;KARS1;PABPC1;FAM120A;EIF4H;NAP1L1;PSMD3;PSMA6,CD56_bright_CD16-_NK
prerank,Myogenesis,-0.22089141763709622,-0.7709909030127086,0.8313856427378965,1.0,1.0,14/40,30.80%,MYH9;DAPK2;LPIN1;IGFBP7;SPTAN1;MYOM2;BIN1;GSN;SGCD;LSP1;ATP6AP1;ITGB1;SVIL;ABLIM1,CD56_bright_CD16-_NK
prerank,Fatty Acid Metabolism,-0.18958021703759204,-0.7637868864261116,0.8801369863013698,0.9855110642781876,1.0,20/76,25.08%,UBE2L6;METAP1;D2HGDH;SMS;LGALS1;RAP1GDS1;S100A10;RDH11;PPARA;DLD;CPT1A;OSTC;AUH;ECH1;PDHB;ACSL4;GLUL;MDH2;LDHA;UROS,CD56_bright_CD16-_NK
prerank,Pperoxisome,-0.19878868206279268,-0.734578695962842,0.9184397163120568,0.9846345377539542,1.0,13/48,23.90%,PEX14;GSTK1;SOD1;SIAH1;ABCC5;RDH11;IDH2;SMARCC1;GNPAT;ECH1;ACSL4;TSPO;FIS1,CD56_bright_CD16-_NK
prerank,E2F Targets,-0.16661419731824095,-0.7097420834300805,0.9726443768996961,0.9739122458095805,1.0,22/98,23.82%,MCM7;ORC2;EIF2S1;AK2;DEK;CDKN1B;NCAPD2;EXOSC8;RPA2;NUP205;RRM2;CDC25B;STMN1;SSRP1;DDX39A;MCM3;JPT1;HMGB2;PHF5A;ANP32E;SNRPB;LUC7L3,CD56_bright_CD16-_NK
prerank,Coagulation,-0.15122584069482808,-0.49026416343365314,0.9981785063752276,0.9987343656938654,1.0,9/26,30.27%,PEF1;ANXA1;WDR1;GSN;KLF7;PLEK;PREP;RAC1;CAPN2,CD56_bright_CD16-_NK
prerank,Interferon Gamma Response,-0.5939258441307447,-3.018947509513444,0.0,0.0,0.0,86/174,14.08%,CD38;UBE2L6;ISG15;IFI44L;LY6E;LGALS3BP;MX1;IRF9;IRF7;RBCK1;CD74;PTPN2;JAK2;RNF213;GPR18;PSME2;CIITA;IFI44;STAT2;OAS2;PSMB8;XAF1;KLRK1;RSAD2;EIF2AK2;USP18;PSMB9;IFI35;MVP;PML;EPSTI1;PSMB2;CASP4;OASL;STAT1;SAMD9L;NLRC5;ISG20;OAS3;PSME1;TRIM21;PARP12;SOCS3;TNFSF10;GBP4;SLAMF7;MX2;PARP14;CCL5;TRAFD1;SP110;PSMB10;IRF5;DHX58;PDE4B;IFITM2;ITGB7;MYD88;TAP1;NMI;GCH1;TNFAIP3;ARID5B;IFITM3;NCOA3;RNF31;LYSMD2;WARS1;IL4R;STAT3;PLSCR1;VAMP5;SAMHD1;CD69;IRF2;HLA-DMA;IFIT1;OGFR;IFI27;HLA-B;VAMP8;XCL1;CMPK2;TRIM25;AUTS2;HELZ2,CD56_dim_CD16__KLRC2__NK
prerank,Interferon Alpha Response,-0.6360753174879635,-2.8885108419610246,0.0,0.0,0.0,53/91,14.57%,UBE2L6;ISG15;IFI44L;PARP9;LY6E;LGALS3BP;MX1;IRF9;IRF7;CD74;OAS1;PSME2;IFITM1;IFI44;STAT2;PSMB8;NUB1;RSAD2;SAMD9;EIF2AK2;USP18;PSMB9;IFI35;EPSTI1;OASL;SAMD9L;ISG20;PSME1;TRIM21;PARP12;SELL;GBP4;PARP14;TRAFD1;SP110;DHX58;IFITM2;TAP1;NMI;CNP;IFITM3;RNF31;WARS1;IL4R;PLSCR1;MVB12A;IRF2;OGFR;IFI27;CMPK2;TRIM25;HELZ2;TMEM140,CD56_dim_CD16__KLRC2__NK
prerank,Oxidative Phosphorylation,-0.3982002141123412,-2.073569253839649,0.0,0.0013289919595986445,0.002,80/198,23.48%,NDUFB4;NDUFA3;HADHB;ATP5MC2;COX6B1;IDH2;NDUFS7;MRPS12;NDUFB8;UQCR10;ATP5F1B;ATP5F1C;ATP6V0B;PRDX3;COX7B;BCKDHA;NDUFA9;BDH2;ECH1;MTRF1;SLC25A12;CPT1A;MRPL35;CYB5A;ATP5MF;NDUFB3;ECHS1;VDAC2;FH;TIMM50;DECR1;NDUFC2;NDUFA2;PDHA1;UQCRC1;ACAA1;DLST;ETFA;NDUFB2;ATP6V1F;IMMT;MRPS15;PMPCA;COX10;SURF1;MTX2;NDUFA7;TIMM17A;ATP5PB;MDH1;IDH1;SLC25A6;ATP6V1D;ATP5F1A;ATP6V1H;NDUFS3;ATP5PO;UQCRH;COX6C;ATP5MC1;SLC25A20;COX5A;PDP1;NDUFAB1;ACAA2;ECI1;UQCRC2;HSPA9;COX7A2;ATP5F1E;TIMM13;TOMM22;ATP5MC3;COX15;OXA1L;ACAT1;LDHA;AIFM1;ATP5PF;SLC25A5,CD56_dim_CD16__KLRC2__NK
prerank,Allograft Rejection,-0.34838107122081824,-1.72799874186753,0.0,0.012957671606086784,0.026,44/149,15.91%,CD96;WAS;CD7;IRF7;CD74;JAK2;CD79A;HLA-DRA;IL2RG;STAT1;FYB1;IL16;PTPRC;CXCR3;CCL5;IL12RB1;NCR1;PSMB10;CSK;SRGN;ETS1;TAP1;FASLG;EIF3J;NCK1;HCLS1;GZMB;WARS1;CRTAM;IL4R;CCR1;DARS1;TAP2;TRAT1;FGR;TRAF2;HLA-DMA;CTSS;NCF4;ITK;EIF5A;CAPG;IFNG;ZAP70,CD56_dim_CD16__KLRC2__NK
prerank,IL-6/JAK/STAT3 Signaling,-0.4102658164813482,-1.7051443324130788,0.00273224043715847,0.013157020400026581,0.033,14/51,9.81%,CD38;HMOX1;IRF9;PTPN2;STAT2;IL2RG;STAT1;SOCS3;IL12RB1;MYD88;BAK1;IL4R;CCR1;STAT3,CD56_dim_CD16__KLRC2__NK
prerank,Fatty Acid Metabolism,-0.30252061736992386,-1.4568710457263747,0.006557377049180328,0.08837796531330984,0.227,40/120,20.72%,UBE2L6;S100A10;ADSL;HADHB;KMT5A;YWHAH;PSME1;GSTZ1;ECH1;ALDH9A1;MIF;CPT1A;EHHADH;HADH;ACOT8;ECHS1;FH;DECR1;ENO3;PDHA1;ACAA1;DLST;NTHL1;LGALS1;ACADS;ALAD;ACSL5;REEP6;MDH1;IDH1;FASN;CBR3;HIBCH;GCDH;CPOX;PCBD1;ACAA2;ACSL1;CBR1;ECI1,CD56_dim_CD16__KLRC2__NK
prerank,Inflammatory Response,-0.3035218943728641,-1.442813025322463,0.006622516556291391,0.08742868534216797,0.257,18/107,6.82%,LY6E;IRF7;GPR183;IFITM1;EIF2AK2;KLF6;SERPINE1;RHOG;SELL;CD82;SLC31A1;TNFSF10;CCL5;PDE4B;CHST2;NMI;GCH1;RGS1,CD56_dim_CD16__KLRC2__NK
prerank,UV Response Dn,0.3457458508598201,1.4400223510028283,0.020497803806734993,0.4025977967284756,0.507,41/94,29.86%,NR1D2;LDLR;BMPR1A;SMAD3;PRKCA;ID1;CITED2;DUSP1;PRKCE;RXRA;WDR37;PHF3;AKT3;INSIG1;BCKDHB;CDKN1B;MIOS;NOTCH2;KIT;MAPK14;MT1E;PTEN;SCAF8;ARHGEF9;SCN8A;PDLIM5;PIK3R3;SLC7A1;MAP2K5;NIPBL;DYRK1A;MGLL;ACVR2A;PDGFRB;TENT4A;ATRN;TGFBR2;ERBB2;TGFBR3;CDK13;DBP,CD56_dim_CD16__KLRC2__NK
prerank,Epithelial Mesenchymal Transition,0.3549120407348348,1.4325286184278607,0.030165912518853696,0.21495554004430822,0.526,32/76,25.92%,JUN;GLIPR1;PLOD3;SAT1;SGCD;IL15;COL6A2;LOXL2;BMP1;TIMP1;COPA;CADM1;LAMA2;THBS1;MCM7;ITGB1;ENO2;NOTCH2;SGCB;GAS1;FUCA1;PLAUR;IGFBP3;ITGAV;PLOD1;SERPINE2;CD44;PDGFRB;ACTA2;PCOLCE;AREG;VIM,CD56_dim_CD16__KLRC2__NK
prerank,Cholesterol Homeostasis,0.3673311887952212,1.425388694252771,0.044182621502209134,0.15386482959545994,0.547,20/61,21.32%,SREBF2;CLU;ACSS2;HMGCS1;LDLR;EBP;SC5D;SQLE;ATF5;ALDOC;ERRFI1;STARD4;FADS2;ATXN2;ACAT2;PNRC1;LSS;PCYT2;PLAUR;ANTXR2,CD56_dim_CD16__KLRC2__NK
prerank,PI3K/AKT/mTOR  Signaling,-0.28897012303726,-1.3609395231981547,0.019230769230769232,0.14527543358362682,0.433,24/92,19.07%,STAT2;CAMK4;IL2RG;AP2M1;ARPC3;ARF1;MYD88;AKT1S1;PPP1CA;ACTR2;FASLG;NCK1;CSNK2B;DAPP1;MAPK1;PIN1;TRAF2;RIT1;RPS6KA1;PFN1;TSC2;UBE2D3;UBE2N;ATF1,CD56_dim_CD16__KLRC2__NK
prerank,TNF-alpha Signaling via NF-kB,0.30432999886416173,1.3554197982125944,0.027247956403269755,0.21577493854511245,0.77,51/152,23.13%,DNAJB4;JUN;CD83;IER5;NFKBIA;PHLDA1;BTG2;LDLR;IL23A;SMAD3;IFIT2;SAT1;FOSB;DUSP1;NR4A1;IER3;B4GALT5;MSC;KYNU;ZC3H12A;KLF2;IER2;PPP1R15A;IL18;KDM6B;SOD2;PLK2;SLC16A6;IL6ST;BCL2A1;PTPRE;BIRC3;FOSL1;EGR1;SLC2A6;TSC22D1;PNRC1;MXD1;TANK;CCNL1;EIF1;IL15RA;NFKB2;PDLIM5;NFKBIE;PLAUR;CCRL2;TGIF1;RCAN1;KLF9;CD44,CD56_dim_CD16__KLRC2__NK
prerank,Complement,-0.2718305517401117,-1.3232328100431452,0.025454545454545455,0.17210445876802447,0.521,31/127,13.70%,WAS;FCER1G;IRF7;JAK2;PPP2CB;CASP9;PSMB9;SERPINE1;CASP4;RHOG;CBLB;TIMP2;GZMK;CCL5;GNB4;ERAP2;TNFAIP3;APOBEC3G;GZMB;GNAI2;CALM3;PLSCR1;CTSB;DOCK10;RABIF;IRF2;LTA4H;CTSS;DUSP5;CTSD;XPNPEP1,CD56_dim_CD16__KLRC2__NK
prerank,Androgen Response,0.31975656191814017,1.2903593438122112,0.1047040971168437,0.28886528481684925,0.91,26/81,22.35%,ADAMTS1;HMGCS1;ANKH;SAT1;FADS1;CDK6;TPD52;NDRG1;PLPP1;UAP1;MAF;PGM3;XRCC5;CDC14B;INSIG1;SPCS3;CAMKK2;TMEM50A;TSC22D1;PIAS1;PDLIM5;ITGAV;IQGAP2;RRP12;APPBP2;ABCC4,CD56_dim_CD16__KLRC2__NK
prerank,IL-2/STAT5 Signaling,0.274395425137103,1.2325423231972834,0.10584958217270195,0.36954872386270526,0.978,51/146,26.45%,CD83;RORA;NFKBIZ;BCL2;PHLDA1;FGL2;CAPN3;PTCH1;MYO1E;NDRG1;PRNP;PLPP1;TNFRSF18;ITGA6;SOCS1;SOCS2;CKAP4;SNX9;ICOS;P4HA1;GABARAPL1;RABGAP1L;CCND2;MXD1;IFNGR1;PHTF2;IGF2R;BMPR2;SPRED2;IL18R1;AGER;RHOH;ARL4A;IRF8;RNH1;PNP;XBP1;ETFBKMT;FLT3LG;ITGAV;LRRC8C;F2RL2;CD44;AHCY;FAH;IKZF4;IRF6;TNFRSF4;TWSG1;ODC1;SYT11,CD56_dim_CD16__KLRC2__NK
prerank,Myc Targets V1,-0.23239628724824557,-1.2263820001274388,0.03571428571428571,0.32234699980065123,0.769,59/197,24.17%,HSPD1;GSPT1;PSMB2;HSPE1;VBP1;RNPS1;PWP1;PSMC4;PRDX3;SERBP1;TUFM;LSM2;PSMA4;PSMB3;STARD7;PSMA1;KPNA2;MRPS18B;YWHAE;EIF3J;RAD23B;EPRS1;CAD;CTPS1;HDAC2;TXNL4A;TCP1;SYNCRIP;CCT2;COPS5;PCBP1;PSMC6;PSMD8;EIF3B;SNRPD1;RACK1;MYC;COX5A;UBE2L3;EIF4G2;EIF2S1;TYMS;PRPS2;NDUFAB1;PSMA2;CCT3;HNRNPD;EIF2S2;ETF1;LDHA;C1QBP;SNRPG;SNRPB2;PGK1;BUB3;NPM1;PABPC4;HNRNPR;PABPC1,CD56_dim_CD16__KLRC2__NK
prerank,Coagulation,0.32437246669663655,1.2214992140507897,0.16012084592145015,0.3411819281443876,0.981,12/56,11.18%,CLU;CPQ;CTSO;CTSH;PRSS23;F8;DUSP6;BMP1;KLF7;TIMP1;THBS1;ARF4,CD56_dim_CD16__KLRC2__NK
prerank,Hypoxia,0.27939797070934225,1.2211269101510276,0.13229018492176386,0.2998998512943462,0.982,32/125,16.59%,JUN;RORA;BCL2;LARGE1;GBE1;MXI1;PAM;PRKCA;TPD52;CITED2;NDRG1;DUSP1;IER3;FOXO3;PPP1R15A;B3GALT6;KLF7;ALDOC;S100A4;SLC2A1;CDKN1B;ERRFI1;ENO2;EXT1;SAP30;FAM162A;P4HA1;HEXA;SLC25A1;PNRC1;MT1E;NAGK,CD56_dim_CD16__KLRC2__NK
prerank,Protein Secretion,-0.2620482441222692,-1.188991696294464,0.14328358208955225,0.3785814823093048,0.845,31/86,25.22%,GNAS;COPE;AP2M1;SEC24D;ICA1;ARF1;SGMS1;CD63;STX16;ARFGAP3;USO1;COPB2;MAPK1;SNAP23;AP2S1;NAPA;COPB1;SCRN1;TSG101;ATP7A;ATP6V1H;TMX1;ADAM10;AP1G1;NAPG;BNIP3;ARCN1;YKT6;ERGIC3;RAB14;TMED10,CD56_dim_CD16__KLRC2__NK
prerank,Spermatogenesis,0.30542982049392015,1.1829986559701324,0.19282511210762332,0.33929167551819367,0.991,27/60,31.62%,PEBP1;IP6K1;SPATA6;CSNK2A2;MLF1;GSTM3;JAM3;POMC;MLLT10;BRAF;TTK;GMCL1;BUB1;RPL39L;ARL4A;SIRT1;DBF4;SEPTIN4;PARP2;IDE;IFT88;CLPB;COIL;RFC4;TOPBP1;CCT6B;LPIN1,CD56_dim_CD16__KLRC2__NK
prerank,KRAS Signaling Up,-0.23954013289600806,-1.1011175349978257,0.24666666666666667,0.6242939730214632,0.967,22/96,16.68%,NIN;FCER1G;ENG;PSMB8;IL2RG;TRIB2;SPRY2;ADAM8;CD37;ETS1;TNFAIP3;VWA5A;MMD;CBR4;PTCD2;CTSS;LAT2;H2BC3;TRAF1;MAP3K1;ERO1A;CBX8,CD56_dim_CD16__KLRC2__NK
prerank,Glycolysis,-0.22499932507713988,-1.1004363232206886,0.22580645161290322,0.579184919008163,0.969,26/134,14.57%,RBCK1;G6PD;PPP2CB;BPNT1;SLC16A3;ISG20;HDLBP;PSMC4;TALDO1;ALG1;ALDH9A1;ENO1;MIF;CHST2;CYB5A;IRS2;MED24;PGM2;COPB2;B4GALT1;PGLS;SLC37A4;FKBP4;ME2;MDH1;IDH1,CD56_dim_CD16__KLRC2__NK
prerank,Wnt-beta Catenin Signaling,-0.2998268469599419,-1.0886089203823024,0.30982367758186397,0.578965854399438,0.978,10/30,20.11%,DLL1;TCF7;LEF1;JAG1;HDAC2;NOTCH1;FRAT1;RBPJ;MYC;NCSTN,CD56_dim_CD16__KLRC2__NK
prerank,Adipogenesis,-0.21833492169139024,-1.0803866406533176,0.2892857142857143,0.5689414579041797,0.981,36/158,16.88%,BCL6;UCP2;TST;UQCR10;STAT5A;PRDX3;COX7B;BCKDHA;TALDO1;PDCD4;ECH1;ABCB8;SLC66A3;HADH;ECHS1;CHCHD10;ATP1B3;DECR1;ARAF;SLC27A1;CHUK;TKT;UQCRC1;REEP5;IMMT;PFKL;RTN3;ACADS;REEP6;IDH1;DNAJC15;DBT;GADD45A;NDUFS3;ATP5PO;HIBCH,CD56_dim_CD16__KLRC2__NK
prerank,G2-M Checkpoint,-0.20567151964518307,-1.0655900466009276,0.27340823970037453,0.5818492923117815,0.986,29/181,12.09%,H2BC12;JPT1;CENPF;MKI67;GSPT1;KMT5A;PML;UPF1;TLE3;HMGA1;NUP50;KIF5B;LMNB1;KPNA2;TNPO2;PRC1;MEIS1;LIG3;TOP2A;NSD2;RAD23B;CUL3;CKS2;HSPA8;FBXO5;RBM14;EWSR1;PLK4;SYNCRIP,CD56_dim_CD16__KLRC2__NK
prerank,KRAS Signaling Dn,-0.25195494701109905,-1.0650681879352122,0.31741573033707865,0.549030031309487,0.986,11/62,9.25%,IFI44L;MX1;RSAD2;COQ8A;NUDT11;SNN;RYR1;CHST2;KMT2D;C5;TENT5C,CD56_dim_CD16__KLRC2__NK
prerank,Unfolded Protein Response,-0.22710003411544435,-1.063473929212533,0.2777777777777778,0.5222938401222673,0.988,22/105,16.60%,CNOT2;NFYA;SEC11A;DCP2;KIF5B;ATP6V0D1;SHC1;DDX10;LSM1;DNAJA4;HYOU1;PARN;EXOSC4;EIF4EBP1;CXXC1;EXOSC1;IFIT1;WFS1;BANF1;DCTN1;ERO1A;ERN1,CD56_dim_CD16__KLRC2__NK
prerank,heme Metabolism,-0.21156973650713876,-1.0493851433120729,0.30851063829787234,0.54233363993411,0.993,36/146,20.33%,ACP5;PSMD9;TRAK2;NEK7;UCP2;ACSL6;NCOA4;SLC25A38;NARF;VEZF1;CDR2;EPB41;SLC66A2;ADD1;PPP2R5B;TENT5C;LRP10;OSBP2;CTSB;BSG;PGLS;TMEM9B;SLC30A1;TFRC;MOSPD1;ALAD;OPTN;BMP2K;ENDOD1;DCAF11;ERMAP;CPOX;YPEL5;MBOAT2;RBM38;RNF123,CD56_dim_CD16__KLRC2__NK
prerank,E2F Targets,0.2259604727182312,1.037799076724263,0.36947791164658633,0.6929926254134927,1.0,60/183,29.48%,LIG1;ANP32E;PTTG1;HUS1;ASF1A;RAD51C;CENPM;CHEK1;EXOSC8;MXD3;LUC7L3;MCM4;CNOT9;NUP205;DUT;EED;STMN1;MCM7;CDKN1B;PDS5B;BRCA1;STAG1;POLE;NUP107;CDK4;ASF1B;DDX39A;TRA2B;MCM6;TMPO;GINS3;MCM5;KIF22;SRSF1;PRDX4;DSCC1;BARD1;HMGB2;CCP110;NUP153;PSMC3IP;PRKDC;GINS4;PNN;PHF5A;TCF19;MCM2;ATAD2;H2AZ1;PAN2;USP1;RBBP7;NAP1L1;NAA38;XRCC6;HELLS;TK1;TUBB;SRSF2;RAD1,CD56_dim_CD16__KLRC2__NK
prerank,Notch Signaling,0.33217431883381066,1.0318416056997208,0.41272430668841764,0.6481193838785414,1.0,7/22,13.89%,TCF7L2;PRKCA;FBXW11;MAML2;LFNG;NOTCH2;SAP30,CD56_dim_CD16__KLRC2__NK
prerank,UV Response Up,-0.21739174797381536,-1.0257437426535616,0.40384615384615385,0.5896737324739185,0.996,25/115,16.05%,CDC34;HMOX1;MARK2;TST;TAP1;GCH1;BAK1;PPAT;STARD3;NXF1;CNP;CLTB;AP2S1;ACAA1;BSG;PPP1R2;ATP6V1F;RPN1;FKBP4;ARRB2;TFRC;CASP3;BID;EIF2S3;GRINA,CD56_dim_CD16__KLRC2__NK
prerank,Apoptosis,0.22946488054396338,0.9960953164367862,0.4669603524229075,0.6994476647142728,1.0,26/131,13.26%,JUN;CLU;FEZ1;BTG2;SLC20A1;ANKH;EBP;PMAIP1;SAT1;SC5D;IER3;PPT1;LMNA;NEDD9;IL18;DNAJA1;TIMP1;PTK2;BCAP31;SOD2;CDKN1B;DPYD;BRCA1;CTH;ENO2;F2R,CD56_dim_CD16__KLRC2__NK
prerank,Hedgehog Signaling,-0.3154956947544022,-0.9910251835369009,0.4188861985472155,0.674463419496312,0.996,4/18,3.91%,PML;TLE3;LDB1;TLE1,CD56_dim_CD16__KLRC2__NK
prerank,Pperoxisome,-0.22219372023584316,-0.9882767104684407,0.5,0.6517799430949807,0.997,17/83,14.57%,IDH2;MVP;NUDT19;YWHAH;ECH1;ALDH9A1;GSTK1;EHHADH;SLC27A2;TOP2A;ACOT8;SLC35B2;ACAA1;CTPS1;ACSL5;MSH2;IDH1,CD56_dim_CD16__KLRC2__NK
prerank,Reactive Oxygen Species Pathway,-0.24490798548294204,-0.980704370673575,0.4909560723514212,0.6475368867496613,0.997,11/46,16.27%,G6PD;NDUFB4;SBNO2;LSP1;ERCC2;IPCEF1;LAMTOR5;PDLIM1;HMOX2;PTPA;FES,CD56_dim_CD16__KLRC2__NK
prerank,Apical Junction,-0.20966647029717786,-0.9796441560372037,0.49085365853658536,0.6242109110239883,0.997,25/104,16.99%,YWHAH;FYB1;EVL;PTPRC;SHC1;CNN2;INPPL1;HADH;DHX16;MSN;IKBKG;CERCAM;GNAI2;ADAM15;CADM2;RAC2;B4GALT1;RASA1;GTF2F1;ICAM2;BAIAP2;TRAF1;PFN1;PCDH1;TSPAN4,CD56_dim_CD16__KLRC2__NK
prerank,Xenobiotic Metabolism,0.22374175162048204,0.9666733877615626,0.5305232558139535,0.7297268905110852,1.0,28/111,24.71%,PTGDS;ETFDH;CYFIP2;AKR1C3;ENTPD5;ARPP19;KYNU;GCLC;SERTAD1;GSS;ESR1;GABARAPL1;BLVRB;PEMT;HPRT1;NDRG2;PDLIM5;IRF8;RETSAT;SAR1B;SLC46A3;ARG2;HACL1;MTHFD1;GART;AHCY;FAH;PC,CD56_dim_CD16__KLRC2__NK
prerank,TGF-beta Signaling,0.2626648651393512,0.9557639635659999,0.529320987654321,0.7056191661211235,1.0,8/45,10.35%,RAB31;SLC20A1;BMPR1A;SMAD3;ID1;PPP1R15A;PPM1A;THBS1,CD56_dim_CD16__KLRC2__NK
prerank,Estrogen Response Late,-0.2021850698167477,-0.9511920313735736,0.5562913907284768,0.6859990697056283,0.999,19/108,14.88%,CLIC3;NBL1;JAK2;IDH2;JAK1;TST;ISG20;PDCD4;SLC27A2;TOP2A;RBBP8;IMPA2;PLK4;XRCC3;FKBP4;SLC26A2;WFS1;CD9;CELSR2,CD56_dim_CD16__KLRC2__NK
prerank,DNA Repair,-0.19250948074919622,-0.9340696038971492,0.6131386861313869,0.7074582006471168,0.999,45/141,25.45%,POLD4;ADA;MPG;ERCC2;PDE4B;RAD52;POLL;CANT1;VPS28;RBX1;HCLS1;VPS37B;REV3L;GTF2F1;POLB;TARBP2;NT5C;SURF1;SUPT4H1;ELOA;CMPK2;AAAS;TAF12;GTF2H5;TSG101;GTF2A2;TAF10;DCTN4;SSRP1;GTF3C5;EDF1;TYMS;ADRM1;GMPR2;POM121;POLR1D;SF3A3;AGO4;NT5C3A;NELFCD;SAC3D1;PDE6G;SDCBP;TAF1C;ZNF707,CD56_dim_CD16__KLRC2__NK
