Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Myc Targets V2,-0.519144367702564,-2.0110501436223163,0.0,0.0,0.0,29/57,22.91%,NOP16;SLC19A1;TCOF1;NDUFAF4;PPRC1;NOLC1;IPO4;SRM;NIP7;MCM4;MCM5;GNL3;DCTPP1;TMEM97;BYSL;GRWD1;NOP2;PLK4;PES1;TFB2M;RRP12;WDR43;AIMP2;MYBBP1A;MRTO4;SORD;PA2G4;CBX3;NOP56
prerank,UV Response Up,-0.4378293784933067,-1.9787379116727726,0.0,0.00016846077390879533,0.001,56/121,19.41%,IGFBP2;DGAT1;RPN1;DDX21;BAK1;ARRB2;CNP;KLHDC3;YKT6;AP2S1;ALAS1;CEBPG;MARK2;BTG3;POLE3;FKBP4;PSMC3;TFRC;CDC5L;FEN1;PRKACA;FOS;BID;CASP3;STK25;AGO2;STARD3;CLTB;NXF1;GCH1;CDC34;BSG;ATP6V1F;NUP58;DNAJA1;ATF3;RASGRP1;IRF1;AQP3;PRKCD;NFKBIA;TARS1;PDAP1;HSPA13;PPIF;TAP1;WIZ;CDK2;RFC4;HYAL2;JUNB;BCL2L11;FURIN;H2AX;ACAA1;CHKA
prerank,Unfolded Protein Response,-0.4486391181754559,-1.9642561678767116,0.0,0.000311004505677776,0.002,49/108,22.91%,EIF4A1;LSM1;YWHAZ;KHSRP;DCTN1;HYOU1;GEMIN4;NOLC1;CEBPG;EIF4G1;MTHFD2;DNAJC3;DCP2;ATP6V0D1;SEC31A;ATF4;EEF2;HSPA5;SLC30A5;TUBB2A;CALR;YIF1A;PSAT1;ATF3;EXOSC10;TATDN2;PAIP1;EIF4EBP1;TARS1;SLC7A5;ALDH18A1;EIF4A3;MTREX;BANF1;KIF5B;PDIA5;PDIA6;NHP2;ERN1;ZBTB17;SEC11A;IARS1;H2AX;SRPRB;NFYA;ARFGAP1;DDX10;SHC1;NOP56
prerank,TGF-beta Signaling,-0.5211002823117273,-1.9623482223437068,0.0023148148148148147,0.00028878989812936343,0.002,26/48,21.52%,CDH1;FKBP1A;PMEPA1;SMURF2;SPTBN1;RHOA;ACVR1;SKIL;SMAD1;SMAD7;PPP1R15A;KLF10;SMAD3;PPP1CA;ARID4B;PPM1A;TRIM33;TGFBR1;SKI;JUNB;UBE2D3;FURIN;SMURF1;HDAC1;TGFB1;NCOR2
prerank,DNA Repair,-0.4266249141404007,-1.9567123262846595,0.0,0.00026953723825407254,0.002,53/144,18.04%,ELOA;HPRT1;ADA;ALYREF;SEC61A1;DGCR8;GUK1;POLB;IMPDH2;MPC2;POLR2K;DDB1;RAE1;SUPT4H1;CANT1;APRT;NELFB;TP53;NME1;NELFCD;SRSF6;FEN1;PDE6G;POLR2G;RALA;DCTN4;POLR2A;GTF3C5;PDE4B;TYMS;SNAPC4;POM121;VPS37B;POLR2F;CMPK2;BRF2;MPG;RFC3;POLR2J;SDCBP;GTF2A2;ADRM1;ELL;POLR2E;RBX1;POLR1D;RFC4;NME4;AGO4;ZWINT;GTF2H1;ITPA;TSG101
prerank,Inflammatory Response,-0.4132380586244138,-1.8328132404498427,0.0,0.0006317279021579825,0.005,46/126,18.03%,RGS1;ABCA1;KLF6;CHST2;CCRL2;CCL5;SLC31A1;RHOG;MSR1;SELL;ATP2B1;CD69;RNF144B;NMI;SLC4A4;TNFRSF1B;IRF7;CALCRL;TLR1;C3AR1;PDE4B;GNAI3;TNFSF10;PTPRE;NAMPT;PTGER4;LDLR;RELA;IFITM1;GCH1;HIF1A;ATP2C1;RASGRP1;IL15;PSEN1;IL7R;PTGIR;IRF1;NFKBIA;IL4R;SELENOS;ADRM1;LAMP3;ATP2A2;TAPBP;ABI1
prerank,IL-6/JAK/STAT3 Signaling,-0.45048569360869084,-1.7789125827903074,0.0,0.001070221387185288,0.009,17/59,15.04%,CD38;ITGA4;JUN;BAK1;PTPN11;PTPN2;FAS;TNFRSF1B;STAT2;MYD88;IRF9;TNFRSF21;CD9;TYK2;IRF1;IL4R;STAT1
prerank,Apical Junction,-0.3862291325239481,-1.7440013121454943,0.0,0.002246143652117271,0.02,40/129,17.01%,EVL;MAP3K20;CDH1;ITGB1;PIK3R3;EPB41L2;JUP;ARPC2;PLCG1;MAPK11;ACTN4;ATP1A3;MSN;PFN1;MVD;RHOF;FYB1;B4GALT1;MAP4K2;PECAM1;AKT2;SKAP2;NF2;BAIAP2;RSU1;ADAM23;RAC2;MYH9;NEGR1;WASL;GNAI2;PTPRC;VAV2;PTEN;MPZL1;NEXN;ADAM9;CDK8;IRS1;ACTB
prerank,Complement,-0.3599092199395761,-1.6597895528676478,0.0,0.0052134176346511395,0.048,43/148,16.68%,CR2;CR1;GZMK;GZMA;PREP;FCER1G;GNG2;CCL5;RHOG;PFN1;LAP3;PPP4C;USP15;CALM1;IRF7;RABIF;PIK3CG;CTSB;MAFF;GNAI3;HSPA5;CASP4;PDP1;CASP3;CTSD;TNFAIP3;GNB2;CBLB;RCE1;PLSCR1;CASP9;RASGRP1;PSEN1;IRF1;PRKCD;CTSC;GNAI2;SH2B3;ERAP2;ADAM9;SIRT6;FYN;WAS
prerank,heme Metabolism,-0.35648969755993287,-1.6517226288511166,0.0,0.005559205538990246,0.054,75/155,27.11%,EPB41;GLRX5;TOP1;HDGF;MBOAT2;AGPAT4;TSPAN5;LPIN2;USP15;CTNS;PPP2R5B;NCOA4;FOXJ2;GDE1;OPTN;RANBP10;TFRC;GAPVD1;DCAF11;CTSB;ISCA1;SEC14L1;NUDT4;FOXO3;PSMD9;MARK3;SLC2A1;FECH;YPEL5;BSG;FBXO34;MPP1;TCEA1;PGLS;MAP2K3;GYPC;RNF19A;TMEM9B;AQP3;TFDP2;NR3C1;UCP2;SDCBP;ATG4A;UBAC1;DAAM1;NNT;SLC10A3;BNIP3L;ACP5;ELL2;MOSPD1;GCLC;KLF3;BTG2;MARCHF2;CAT;CCDC28A;BMP2K;ATP6V0A1;MXI1;BPGM;CDC27;EZH1;DCUN1D1;NFE2L1;MFHAS1;ADIPOR1;ADD1;DCAF10;VEZF1;SIDT2;RNF123;RBM38;EPOR
