"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","cell_type","direction"
"ADIPOGENESIS",0.000113504764268659,0.00055617334491643,0.538434096309916,-0.365469985934652,-1.67553731363691,171,"TKT;SQOR;TALDO1;UQCR10;COX6A1;RTN3;UCP2;MTCH2;PFKL;UQCRC1;PLIN2;ETFB;PPARG;ECH1;NDUFAB1;GPAT4;IMMT;SCP2;DGAT1;CHUK;ARAF;COX7B;NDUFS3;CS;MDH2;TST;SLC1A5;SAMM50;ESYT1;CAT;ATP1B3;DECR1;PTGER3;MRPL15;ACOX1;CYC1;POR;PRDX3;SUCLG1;ACLY;UQCRQ;STAT5A;ACAA2;IDH3G;PGM1;SLC19A1;COQ5;CCNG2;COQ9;SULT1A1;RIOK3;DLD;SLC5A6;PIM3;LPCAT3;DNAJC15;RETSAT;ABCB8;QDPR;GADD45A;SCARB1;IDH1;BCKDHA;ACO2;AIFM1;NMT1;RMDN3","CD4_Tem","Down with age"
"ALLOGRAFT REJECTION",0.00696459663377829,0.0170632617527568,0.297232921999731,-0.309610480286111,-1.4175398753088,169,"CD74;BCAT1;EIF3J;UBE2N;IL7;EIF3A;GCNT1;CSK;IRF7;LCK;IL2RG;HLA-DRA;CCR5;CFP;IL4;CD4;PSMB10;CD3D;ITGB2;SIT1;NME1;TRAT1;GBP2;TAP1;IKBKB;FYB1;IL13;IRF4;CXCL13;CD47;IL27RA;MMP9;IL16;ELF4;FLNA;TAP2;TRAF2;WAS;WARS1;CD3G;AARS1;NCK1;HCLS1;MAP4K1;CAPG;TAPBP;ETS1;CD7;ABI1;ITGAL;CD40LG;KLRD1;CD247;ZAP70","CD4_Tem","Down with age"
"ANDROGEN RESPONSE",0.0178994472229534,0.0365447047468632,0.175004015942342,-0.346907821045651,-1.44403426640517,88,"DBI;ZMIZ1;ADRM1;CAMKK2;MAF;ARID5B;PDLIM5;NCOA4;SRP19;ELOVL5;STK39;RAB4A;SMS;SEC24D;DHCR24;UBE2I;GSR;SAT1;GNAI3;SCD;MAP7;ACTN1;SRF;TMEM50A;CENPN;SLC38A2;INSIG1","CD4_Tem","Down with age"
"ANGIOGENESIS",0.0390015600624025,0.0682527301092044,0.108256440008936,-0.545709705364851,-1.5465157608533,16,"PDGFA;PTK2;FGFR1;COL5A2;JAG1;JAG2","CD4_Tem","Not significant"
"APICAL JUNCTION",0.00156828845754633,0.00512307562798467,0.45505986738723,-0.360315166212891,-1.59021652671469,130,"ARPC2;PFN1;ACTB;CNN2;GNAI2;MAPK11;ACTG1;GNAI1;ACTN4;ADAM15;MAP3K20;RHOF;ITGA2;EVL;MSN;PLCG1;ITGB1;RAC2;ADAM9;TUBG1;CAP1;PIK3R3;ICAM4;AKT2;ATP1A3;LIMA1;FYB1;CD274;CD99;MYL12B;PTK2;ARHGEF6;MMP9;HRAS;RSU1;VASP;SHC1;MVD;PTEN;MYH9;ACTN1;BMP1;TSC1;MAP4K2","CD4_Tem","Down with age"
"APICAL SURFACE",0.401110340041638,0.45707922469861,0.0263118666274004,0.325445766229669,1.03832105739535,32,"AKAP7;MAL;TMEM8B;CROCC;SRPX","CD4_Tem","Not significant"
"APOPTOSIS",0.0828914317610941,0.128227005796217,0.082532787767263,-0.275819550328504,-1.22880134657757,137,"CD38;GPX1;BCL2L11;TOP2A;WEE1;PPP2R5B;CASP4;CDC25B;BNIP3L;CASP2;ANXA1;CASP3;CYLD;TNFSF10;GCH1;TAP1;PLCB2;CASP9;PTK2;GSR;PAK1;FDXR;BMF;SAT1;PMAIP1;VDAC2;LEF1;ETF1;BTG3;ISG20;GNA15;RETSAT;NEFH;SOD2;BIK;GADD45A;MADD;EBP;CFLAR","CD4_Tem","Not significant"
"BILE ACID METABOLISM",0.297823303457106,0.364833546734955,0.0397781136793806,-0.264334103139405,-1.0810207558844,79,"OPTN;IDH2;SLC27A2;PXMP2;PRDX5;SULT1B1;LCK;PECR;GSTK1;SCP2;ABCD1;ATXN1;CAT;DHCR24","CD4_Tem","Not significant"
"CHOLESTEROL HOMEOSTASIS",0.000206600013358765,0.000920309150416317,0.518848077743792,-0.472502609660626,-1.8613988062109,65,"ACTG1;GNAI1;ANXA5;FABP5;SQLE;LDLR;CHKA;PPARG;TRIB3;ECH1;PLSCR1;ETHE1;STARD4;FDPS;TP53INP1;S100A11;ACAT2;FBXO6;CPEB2;SCD;MVK;MVD;JAG1;PMVK;FASN;PCYT2","CD4_Tem","Down with age"
"COAGULATION",0.377342979283131,0.440233475830319,0.0264383378949301,0.280116574981932,1.046679214779,71,"CFH;CPQ;DPP4;CTSO;ISCU;A2M;C2;LTA4H;USP11;LRP1;KLKB1;ANG","CD4_Tem","Not significant"
