"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","cell_type"
41.4396442394186,0.167154224600492,0.0108334966873202,15.4293880752402,1.03850179007531e-53,1.45172165234627e-49,"TPRG1","CD8 GZMK+ naive/Tcm"
115.865986081317,0.175227562698612,0.0115036207234127,15.2323835174764,2.15586411279082e-52,1.50684122163514e-48,"PLCB1","CD8 GZMK+ naive/Tcm"
13.9040197574636,0.212696192782993,0.0148339648497791,14.3384587287976,1.2581872259646e-46,5.86273307725304e-43,"MID2","CD8 GZMK+ naive/Tcm"
102.705028157628,0.106488869193613,0.00773906132060931,13.7599205875304,4.44014330882108e-43,1.55171908285025e-39,"CPQ","CD8 GZMK+ naive/Tcm"
26.9537206669646,0.141623054159558,0.0104330447619121,13.574470098756,5.67526519454698e-42,1.58669064309144e-38,"RADX","CD8 GZMK+ naive/Tcm"
44.6240624717194,0.125900581940372,0.00936866025937021,13.4384830333079,3.59735626146551e-41,8.38124052983773e-38,"CYB561","CD8 GZMK+ naive/Tcm"
227.747167229711,0.147564805836286,0.0113481231157497,13.0034547855306,1.16938725837401e-38,2.3352663549729e-35,"MYBL1","CD8 GZMK+ naive/Tcm"
22.3574293881553,0.143303926849397,0.0110461188969925,12.9732377666525,1.73541864794489e-38,3.0324271599527e-35,"ZSWIM5","CD8 GZMK+ naive/Tcm"
41.6852394195912,0.106228277508869,0.00842525150435577,12.6083212416805,1.89997019435034e-36,2.95107592742483e-33,"NFIA","CD8 GZMK+ naive/Tcm"
169.140217281486,0.0713424948354363,0.00571488253997005,12.4836327494861,9.17051370238064e-36,1.28194611045579e-32,"CD63","CD8 GZMK+ naive/Tcm"
1775.80577400838,0.0716823613860586,0.00576237257303409,12.4397304196378,1.59039765050959e-35,2.02110625058851e-32,"S100A4","CD8 GZMK+ naive/Tcm"
8.77061117811515,0.247534888159686,0.0200976240230485,12.3166244863475,7.37157117348753e-35,8.58726611951518e-32,"DISC1FP1","CD8 GZMK+ naive/Tcm"
99.3063470620488,0.0657723605224135,0.00535799533477735,12.2755538989559,1.22550221160084e-34,1.31779195507447e-31,"SBF2","CD8 GZMK+ naive/Tcm"
236.803496000036,0.0452635790790978,0.00371690462358682,12.1777617837873,4.08334365471598e-34,3.80540406328498e-31,"DHRS7","CD8 GZMK+ naive/Tcm"
36.6389783605061,0.111431120878873,0.00914882515277932,12.179828449888,3.98118372664467e-34,3.80540406328498e-31,"EVA1C","CD8 GZMK+ naive/Tcm"
183.807384633227,0.0604205303581898,0.004993609834724,12.099569721696,1.06166175354029e-33,9.27560603296232e-31,"PATJ","CD8 GZMK+ naive/Tcm"
37.1512026365528,0.108097633132153,0.00898458278345974,12.0314583033457,2.42833241300095e-33,1.99680345890237e-30,"SPEF2","CD8 GZMK+ naive/Tcm"
186.558875048329,-0.125370047133276,0.0105006734860634,-11.9392386878488,7.38964591911705e-33,5.73888112796318e-30,"IKZF2","CD8 GZMK+ naive/Tcm"
46.4369398487086,-0.139239761205955,0.0116837071846146,-11.9174298881189,9.60252373513267e-33,7.06493048912735e-30,"MCTP1","CD8 GZMK+ naive/Tcm"
26.3600133341708,0.161841107552002,0.0135933235132389,11.9059262728781,1.10232414253357e-32,7.70469459423842e-30,"DOCK3","CD8 GZMK+ naive/Tcm"
70.4148123427052,0.246060901420391,0.0134745312944381,18.2611844555927,1.68593839900089e-74,2.91026686435534e-70,"DISC1FP1","CD8 naive/Tcm"
65.5417638424456,-0.137389846781086,0.00885981692200337,-15.507075145072,3.1071358371825e-54,2.68176894107222e-50,"TOX-DT","CD8 naive/Tcm"
78.7256780897461,0.185196152076358,0.0122129581716838,15.1639061947942,6.13118070998099e-52,3.52788138052306e-48,"LINC01684","CD8 naive/Tcm"
25.2689860918236,0.237161355821924,0.0160660812015446,14.7616181473752,2.58991470851734e-49,1.11767769246066e-45,"LONRF3","CD8 naive/Tcm"
140.746636348508,-0.206800389951793,0.0143113251304393,-14.4501217089913,2.50243278748698e-47,8.63939895552006e-44,"EPHA4","CD8 naive/Tcm"
48.3281743759604,0.224937926601561,0.0160671783414483,13.9998400354648,1.56221965842566e-44,4.49450595729062e-41,"BEX5","CD8 naive/Tcm"
34.7215720564175,-0.216466689899415,0.016126777856455,-13.4228109189692,4.4452679025297e-41,1.09620306476383e-37,"CDCA7","CD8 naive/Tcm"
3.32094121216705,0.431355523424058,0.0321860953446463,13.4019215069469,5.8917743654433e-41,1.27129761370353e-37,"TCEAL2","CD8 naive/Tcm"
10.0750066621462,0.210318914965999,0.0158179365083064,13.2962295591182,2.43438223977104e-40,4.66914513588086e-37,"MYO6","CD8 naive/Tcm"
585.193732445863,0.0727516918932074,0.00550345822960553,13.2192684777444,6.79212925925442e-40,1.1724573527325e-36,"DLG2","CD8 naive/Tcm"
420.703038745131,-0.125283898169339,0.00952460604304057,-13.1537092036349,1.62026890662993e-39,2.54264380602236e-36,"TOX","CD8 naive/Tcm"
44.1970270228831,0.245654087920659,0.0186872170475159,13.1455682938789,1.80444720104963e-39,2.5956972987099e-36,"NEXMIF","CD8 naive/Tcm"
35.9713000259127,0.153437943489401,0.0117463090443246,13.0626516729983,5.38199279448049e-39,7.14645843217863e-36,"CDC14B","CD8 naive/Tcm"
65.8404146007255,-0.153770448822974,0.0119233310421033,-12.8966014849361,4.70388519562071e-38,5.79989044620034e-35,"MCTP1","CD8 naive/Tcm"
24.2267684408705,0.104312140543401,0.00820551712974195,12.712439556711,5.04360639351729e-37,5.80418223765969e-34,"ZNF662","CD8 naive/Tcm"
97.6853751248103,0.140133719679371,0.0110655215401473,12.6639959238203,9.36104309706034e-37,1.0099395371341e-33,"RADX","CD8 naive/Tcm"
997.084906683416,-0.169003898820528,0.0137411041004442,-12.2991498779974,9.1532408833526e-35,9.2943084781431e-32,"RGS1","CD8 naive/Tcm"
49.1391120105979,-0.178509353217806,0.0145232557407545,-12.2912765845526,1.00899914101356e-34,9.67630176232004e-32,"BCL11A","CD8 naive/Tcm"
514.469215152747,0.0863639443687436,0.00711007501465229,12.1466994638969,5.97284793244445e-34,5.42648952683453e-31,"CPQ","CD8 naive/Tcm"
149.162359069488,0.0978673497323172,0.00806061406188243,12.1414260726263,6.37059445617778e-34,5.49846007512704e-31,"ENSG00000291112","CD8 naive/Tcm"
29.3663373478664,0.210176019524337,0.0198435285541965,10.5916656380092,3.25743342087827e-26,3.17463331701452e-22,"NR3C2","CD8 Tem"
42.3324370303258,0.0966149740147078,0.00914541290014397,10.5643096784823,4.3616587442667e-26,3.17463331701452e-22,"CASP4LP","CD8 Tem"
46.6200092534498,0.0771459693866468,0.00772287215089665,9.98928479965708,1.6980242950731e-23,8.23937988779303e-20,"TPRG1","CD8 Tem"
2.66211331085886,0.413712395301071,0.0435582746010623,9.4979059453145,2.14153310509782e-21,7.79357435272725e-18,"CFH","CD8 Tem"
186.947943893059,0.130737091762956,0.0139125142054644,9.39708594954078,5.60951039703749e-21,1.63315285699349e-17,"PLCB1","CD8 Tem"
